t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,1.95,1.95,1.71,1.71,0.14,0.46,-8.09,4.48
1,1.95,1.95,1.75,1.73,0.29,0.36,-2.34,0.34
2,1.93,1.95,1.71,1.72,0.27,0.39,-3.14,1.72
3,1.83,1.92,1.73,1.72,0.29,0.36,-2.46,0.45
4,1.93,1.92,1.73,1.73,0.45,0.28,3.96,-2.59
5,1.67,1.88,1.61,1.71,0.48,0.12,5.36,-8.91
6,1.43,1.81,1.67,1.7,0.34,0.1,-0.4,-9.67
7,1.89,1.82,1.63,1.69,0.29,0.34,-2.32,-0.39
8,1.61,1.8,1.73,1.7,0.46,0.12,4.57,-9.16
9,1.45,1.76,1.69,1.69,0.39,0.06,1.58,-11.27
10,1.91,1.78,1.59,1.69,0.35,0.3,-0.15,-2.11
11,1.53,1.76,1.51,1.67,0.38,0.12,1.11,-9.15
12,1.87,1.77,1.55,1.66,0.34,0.27,-0.28,-2.95
13,1.79,1.77,1.63,1.66,0.37,0.28,0.96,-2.59
14,1.79,1.77,1.69,1.66,0.43,0.26,3.08,-3.66
15,1.79,1.77,1.69,1.66,0.44,0.23,3.7,-4.82
16,1.99,1.78,1.79,1.67,0.33,0.38,-0.69,1.39
17,1.93,1.79,1.91,1.68,0.23,0.52,-4.87,6.87
18,1.61,1.78,1.93,1.7,0.2,0.48,-5.9,5.3
19,1.69,1.78,1.91,1.71,0.21,0.48,-5.59,5.06
20,1.75,1.78,1.73,1.71,0.12,0.52,-9.11,6.78
21,1.73,1.77,1.75,1.71,0.12,0.48,-8.98,5.16
22,1.75,1.77,1.83,1.72,0.11,0.56,-9.46,8.41
23,1.63,1.77,1.81,1.72,0.21,0.4,-5.42,2.19
24,1.75,1.77,1.93,1.73,0.26,0.4,-3.51,2.14
25,1.95,1.77,1.87,1.73,0.1,0.56,-9.7,8.27
26,1.91,1.78,1.83,1.74,0.15,0.57,-8.07,8.73
27,1.43,1.77,1.81,1.74,0.3,0.19,-1.77,-6.3
28,1.75,1.77,1.77,1.74,0.3,0.4,-2.07,1.97
29,1.77,1.77,1.69,1.74,0.35,0.31,-0.01,-1.46
30,1.55,1.76,1.77,1.74,0.41,0.15,2.24,-8.06
31,1.45,1.75,1.81,1.74,0.39,0.07,1.44,-10.9
32,1.89,1.75,1.87,1.75,0.48,0.21,5.23,-5.68
33,1.45,1.74,1.95,1.75,0.41,0.04,2.26,-12.23
34,1.47,1.74,1.97,1.76,0.42,0.04,2.99,-12.34
35,1.41,1.73,1.97,1.76,0.38,0.03,1.11,-12.75
36,1.75,1.73,1.89,1.77,0.58,0.1,9.03,-9.75
37,1.71,1.73,1.91,1.77,0.59,0.06,9.72,-11.64
38,1.69,1.73,1.91,1.78,0.57,0.06,8.73,-11.3
39,1.61,1.72,1.89,1.78,0.5,0.07,5.85,-10.9
40,1.93,1.73,1.95,1.78,0.49,0.23,5.48,-4.76
41,1.93,1.73,1.89,1.78,0.54,0.19,7.55,-6.47
42,1.45,1.73,1.69,1.78,0.38,0.06,1.38,-11.25
43,1.65,1.72,1.71,1.78,0.43,0.17,3.26,-6.92
44,1.51,1.72,1.67,1.78,0.4,0.11,2.12,-9.66
45,1.95,1.72,1.73,1.78,0.44,0.27,3.48,-3.26
46,1.51,1.72,1.79,1.78,0.42,0.08,2.86,-10.51
47,1.83,1.72,1.79,1.78,0.48,0.21,5.05,-5.39
48,1.85,1.72,1.79,1.78,0.46,0.24,4.4,-4.33
49,1.55,1.72,1.85,1.78,0.35,0.23,0.03,-4.77
50,1.41,1.72,1.85,1.78,0.34,0.08,-0.19,-10.58
51,1.83,1.72,1.71,1.78,0.2,0.41,-5.96,2.51
52,1.95,1.72,1.77,1.78,0.29,0.32,-2.32,-1.16
53,1.89,1.72,1.71,1.78,0.29,0.35,-2.41,0.12
54,1.65,1.72,1.85,1.78,0.41,0.22,2.22,-5.17
55,1.89,1.73,1.79,1.78,0.23,0.47,-4.65,4.65
56,1.91,1.73,1.79,1.78,0.25,0.44,-4.07,3.75
57,1.83,1.73,1.75,1.78,0.13,0.55,-8.85,8.0
58,1.85,1.73,1.69,1.78,0.14,0.5,-8.19,6.02
59,1.55,1.73,1.61,1.77,0.16,0.38,-7.41,1.35
60,1.53,1.73,1.61,1.77,0.23,0.28,-4.53,-2.93
61,1.43,1.72,1.59,1.77,0.18,0.29,-6.51,-2.32
62,1.89,1.72,1.67,1.77,0.22,0.4,-5.03,1.99
63,1.61,1.72,1.69,1.77,0.34,0.24,-0.19,-4.28
64,1.99,1.73,1.79,1.77,0.37,0.38,0.67,1.08
65,1.95,1.73,1.87,1.77,0.39,0.36,1.7,0.29
66,1.65,1.73,1.93,1.77,0.41,0.25,2.37,-3.94
67,1.89,1.73,1.83,1.77,0.27,0.48,-2.97,5.13
68,1.53,1.73,1.81,1.77,0.35,0.24,-0.14,-4.3
