t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,1.22,1.22,1.16,1.16,0.65,0.54,1.2,0.35
1,1.14,1.18,1.13,1.15,0.42,0.72,-0.65,1.73
2,0.97,1.11,1.09,1.13,0.64,0.37,1.14,-1.04
3,1.15,1.12,1.14,1.13,0.52,0.63,0.14,1.04
4,1.01,1.1,1.1,1.12,0.45,0.61,-0.39,0.85
5,1.25,1.12,1.15,1.13,0.94,0.28,3.55,-1.72
6,1.05,1.11,1.18,1.14,0.96,0.1,3.68,-3.18
7,1.01,1.1,1.11,1.13,0.62,0.43,0.93,-0.56
8,0.96,1.09,1.14,1.13,0.59,0.44,0.7,-0.44
9,0.96,1.07,1.18,1.14,0.64,0.39,1.12,-0.84
10,1.27,1.09,1.22,1.14,0.73,0.52,1.83,0.14
11,1.09,1.09,1.23,1.15,1.09,0.0,4.69,-4.0
12,1.28,1.1,1.28,1.16,1.25,0.03,5.97,-3.76
13,1.14,1.11,1.21,1.17,1.14,0.0,5.13,-4.0
14,1.06,1.1,1.24,1.17,1.06,0.0,4.51,-4.0
15,1.03,1.1,1.16,1.17,0.55,0.55,0.37,0.37
16,1.1,1.1,1.2,1.17,0.74,0.39,1.92,-0.88
17,1.1,1.1,1.16,1.17,0.17,0.98,-2.64,3.87
18,1.15,1.1,1.13,1.17,0.09,1.05,-3.31,4.37
19,1.06,1.1,1.1,1.17,0.19,0.9,-2.45,3.18
20,1.09,1.1,1.12,1.16,0.41,0.7,-0.76,1.61
21,1.2,1.1,1.1,1.16,0.59,0.55,0.75,0.43
22,1.19,1.11,1.05,1.16,0.6,0.52,0.82,0.15
23,1.09,1.11,1.04,1.15,0.65,0.41,1.22,-0.68
24,1.21,1.11,1.02,1.15,0.18,0.87,-2.58,2.95
25,1.05,1.11,1.03,1.14,0.31,0.73,-1.55,1.84
26,1.19,1.11,1.03,1.14,0.32,0.75,-1.45,2.03
27,1.09,1.11,1.01,1.13,0.59,0.46,0.74,-0.34
28,1.19,1.11,1.04,1.13,1.02,0.14,4.18,-2.85
29,1.06,1.11,1.06,1.13,0.79,0.28,2.3,-1.79
30,1.2,1.11,1.06,1.12,0.68,0.46,1.43,-0.31
31,1.04,1.11,1.04,1.12,0.46,0.58,-0.29,0.62
32,1.23,1.12,1.04,1.12,0.05,1.0,-3.59,3.98
33,1.02,1.11,1.09,1.12,0.52,0.53,0.15,0.26
34,1.06,1.11,1.07,1.12,0.46,0.61,-0.36,0.92
35,1.03,1.11,1.07,1.12,0.52,0.53,0.15,0.27
36,1.03,1.11,1.07,1.12,0.77,0.27,2.15,-1.82
37,1.27,1.11,1.06,1.11,0.71,0.47,1.64,-0.23
38,1.19,1.11,1.05,1.11,0.54,0.58,0.29,0.61
39,1.28,1.12,1.02,1.11,0.31,0.77,-1.52,2.17
40,1.2,1.12,1.1,1.11,0.28,0.84,-1.74,2.7
41,1.11,1.12,1.12,1.11,0.45,0.67,-0.42,1.34
42,1.14,1.12,1.12,1.11,0.77,0.36,2.16,-1.08
43,1.13,1.12,1.1,1.11,0.82,0.3,2.56,-1.59
44,0.96,1.12,1.11,1.11,0.85,0.13,2.79,-2.96
45,1.19,1.12,1.09,1.11,0.8,0.35,2.4,-1.17
46,0.96,1.11,1.1,1.11,0.76,0.23,2.09,-2.17
47,1.09,1.11,1.09,1.11,0.79,0.29,2.33,-1.65
48,1.01,1.11,1.06,1.11,0.82,0.2,2.55,-2.41
49,1.15,1.11,1.02,1.11,0.98,0.15,3.85,-2.79
50,0.98,1.11,1.0,1.1,0.73,0.25,1.86,-1.96
51,1.13,1.11,0.98,1.1,0.93,0.18,3.42,-2.58
52,1.21,1.11,1.01,1.1,0.73,0.4,1.84,-0.81
53,1.21,1.11,1.05,1.1,0.39,0.72,-0.9,1.72
54,1.24,1.12,1.09,1.1,0.54,0.61,0.35,0.89
55,1.16,1.12,1.06,1.1,0.41,0.69,-0.74,1.53
56,1.05,1.12,1.12,1.1,0.25,0.86,-2.02,2.85
57,1.15,1.12,1.13,1.1,0.2,0.94,-2.43,3.51
58,1.14,1.12,1.11,1.1,0.27,0.85,-1.87,2.8
59,1.19,1.12,1.13,1.1,0.33,0.82,-1.4,2.57
60,1.04,1.12,1.16,1.1,0.75,0.32,2.02,-1.42
61,0.98,1.11,1.23,1.1,0.96,0.03,3.66,-3.73
62,0.97,1.11,1.19,1.1,0.97,0.0,3.79,-4.0
63,1.19,1.11,1.2,1.11,1.19,0.0,5.49,-4.0
64,1.07,1.11,1.22,1.11,1.07,0.0,4.6,-4.0
65,1.05,1.11,1.2,1.11,1.05,0.0,4.42,-4.0
66,1.11,1.11,1.23,1.11,1.09,0.02,4.74,-3.86
67,1.27,1.11,1.16,1.11,1.27,0.0,6.12,-4.0
68,0.98,1.11,1.12,1.11,0.9,0.1,3.18,-3.21
69,1.13,1.11,1.12,1.11,0.9,0.22,3.23,-2.21
70,1.28,1.12,1.13,1.11,0.68,0.53,1.44,0.23
71,1.27,1.12,1.06,1.11,0.94,0.27,3.53,-1.82
72,1.04,1.12,1.05,1.11,0.76,0.29,2.05,-1.7
73,1.19,1.12,1.05,1.11,0.52,0.59,0.18,0.71
74,1.01,1.12,1.05,1.11,0.43,0.6,-0.56,0.82
75,1.19,1.12,1.05,1.11,0.07,0.99,-3.45,3.93
76,1.24,1.12,1.04,1.11,0.72,0.44,1.77,-0.51
77,1.12,1.12,1.09,1.11,0.64,0.47,1.08,-0.25
78,1.16,1.12,1.07,1.11,0.66,0.46,1.3,-0.29
79,1.16,1.12,1.09,1.11,0.65,0.48,1.17,-0.13
80,1.02,1.12,1.12,1.11,0.61,0.45,0.88,-0.4
81,1.28,1.12,1.11,1.11,1.08,0.17,4.62,-2.62
82,1.1,1.12,1.14,1.11,0.92,0.18,3.4,-2.57
83,0.96,1.12,1.11,1.11,0.91,0.06,3.29,-3.52
84,1.15,1.12,1.13,1.11,1.02,0.13,4.19,-2.98
85,1.28,1.12,1.14,1.11,1.21,0.06,5.69,-3.53
86,0.97,1.12,1.09,1.11,0.92,0.06,3.37,-3.54
87,1.28,1.12,1.1,1.11,1.11,0.15,4.86,-2.84
88,1.01,1.12,1.09,1.11,0.84,0.18,2.75,-2.59
89,0.98,1.12,1.11,1.11,0.98,0.0,3.88,-4.0
90,1.19,1.12,1.1,1.11,0.95,0.22,3.59,-2.24
91,1.01,1.12,1.11,1.11,0.73,0.31,1.82,-1.53
92,0.96,1.12,1.14,1.11,0.69,0.32,1.52,-1.41
93,1.05,1.11,1.15,1.11,0.39,0.72,-0.84,1.77
94,1.27,1.12,1.14,1.11,0.43,0.75,-0.55,2.02
95,1.14,1.12,1.14,1.11,0.33,0.81,-1.33,2.46
96,1.22,1.12,1.11,1.11,0.0,1.11,-4.0,4.87
97,1.22,1.12,1.1,1.11,0.0,1.1,-4.0,4.78
98,1.15,1.12,1.07,1.11,0.0,1.07,-4.0,4.6
99,1.18,1.12,1.05,1.11,0.0,1.05,-4.0,4.42
100,0.97,1.12,1.07,1.11,0.0,1.07,-4.0,4.6
101,1.15,1.12,1.11,1.11,0.0,1.11,-4.0,4.87
102,0.98,1.12,1.1,1.11,0.0,1.1,-4.0,4.78
103,1.03,1.12,1.11,1.11,0.0,1.11,-4.0,4.87
104,1.15,1.12,1.05,1.11,0.0,1.05,-4.0,4.42
105,1.29,1.12,1.03,1.11,0.0,1.03,-4.0,4.24
106,1.29,1.12,1.0,1.1,0.0,1.0,-4.0,3.97
107,1.09,1.12,1.0,1.1,0.27,0.75,-1.86,2.01
108,1.05,1.12,1.13,1.1,0.48,0.61,-0.13,0.89
109,1.25,1.12,1.14,1.1,0.23,0.94,-2.19,3.49
110,0.97,1.12,1.15,1.1,0.13,1.0,-2.99,4.03
111,1.12,1.12,1.13,1.1,0.0,1.13,-4.0,5.04
112,1.28,1.12,1.11,1.1,0.56,0.62,0.47,0.99
113,1.06,1.12,1.12,1.11,0.75,0.33,2.02,-1.39
114,1.25,1.12,1.09,1.1,0.78,0.41,2.24,-0.72
115,1.24,1.12,1.13,1.11,0.65,0.54,1.16,0.35
116,1.22,1.12,1.11,1.11,0.5,0.65,0.01,1.22
117,1.04,1.12,1.21,1.11,0.75,0.34,1.98,-1.27
118,0.97,1.12,1.22,1.11,0.66,0.39,1.31,-0.89
119,1.1,1.12,1.16,1.11,1.1,0.0,4.78,-4.0
120,1.27,1.12,1.18,1.11,1.27,0.0,6.12,-4.0
121,1.2,1.12,1.15,1.11,1.2,0.0,5.58,-4.0
122,1.14,1.12,1.15,1.11,1.13,0.01,5.03,-3.9
123,1.03,1.12,1.15,1.11,1.03,0.0,4.24,-4.0
124,1.03,1.12,1.14,1.11,1.03,0.0,4.24,-4.0
125,1.07,1.12,1.12,1.11,0.84,0.25,2.68,-2.01
