t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,1.59,1.59,1.75,1.75,0.34,0.23,1.04,0.05
1,1.47,1.53,1.65,1.7,0.29,0.2,0.6,-0.24
2,1.47,1.51,1.73,1.71,0.32,0.17,0.83,-0.43
3,1.43,1.49,1.79,1.73,0.32,0.14,0.84,-0.74
4,1.61,1.51,1.73,1.73,0.33,0.25,0.96,0.2
5,1.87,1.57,1.71,1.73,0.25,0.39,0.22,1.43
6,1.55,1.57,1.81,1.74,0.36,0.19,1.21,-0.31
7,1.93,1.61,1.77,1.74,0.25,0.4,0.27,1.55
8,1.93,1.65,1.77,1.75,0.25,0.4,0.27,1.55
9,1.55,1.64,1.77,1.75,0.35,0.2,1.09,-0.19
10,1.73,1.65,1.65,1.74,0.27,0.33,0.39,0.93
11,1.79,1.66,1.65,1.73,0.25,0.36,0.21,1.18
12,1.87,1.67,1.61,1.72,0.2,0.39,-0.24,1.46
13,1.95,1.69,1.55,1.71,0.14,0.4,-0.74,1.56
14,1.75,1.7,1.57,1.7,0.22,0.34,-0.04,1.04
15,1.63,1.69,1.61,1.69,0.27,0.29,0.43,0.54
16,1.69,1.69,1.61,1.69,0.26,0.31,0.31,0.8
17,1.67,1.69,1.61,1.68,0.26,0.31,0.35,0.72
18,1.69,1.69,1.61,1.68,0.26,0.31,0.31,0.8
19,1.51,1.68,1.63,1.68,0.29,0.22,0.57,-0.02
20,1.71,1.68,1.69,1.68,0.3,0.31,0.64,0.77
21,1.55,1.68,1.71,1.68,0.32,0.22,0.89,-0.03
22,1.95,1.69,1.85,1.69,0.29,0.38,0.55,1.4
23,1.41,1.68,1.73,1.69,0.3,0.15,0.64,-0.67
24,1.65,1.68,1.73,1.69,0.33,0.27,0.93,0.39
25,1.73,1.68,1.67,1.69,0.28,0.33,0.49,0.9
26,1.79,1.68,1.65,1.69,0.25,0.36,0.21,1.18
27,1.55,1.68,1.71,1.69,0.32,0.22,0.89,-0.03
28,1.85,1.68,1.75,1.69,0.28,0.37,0.49,1.27
29,1.87,1.69,1.73,1.69,0.26,0.38,0.32,1.39
30,1.83,1.69,1.73,1.69,0.28,0.36,0.46,1.23
31,1.89,1.7,1.71,1.69,0.24,0.4,0.14,1.5
32,1.43,1.69,1.63,1.69,0.28,0.18,0.46,-0.37
33,1.73,1.69,1.59,1.69,0.24,0.33,0.11,0.97
34,1.97,1.7,1.71,1.69,0.2,0.43,-0.16,1.78
35,1.75,1.7,1.71,1.69,0.29,0.33,0.63,0.92
36,1.41,1.69,1.79,1.69,0.31,0.13,0.76,-0.81
37,1.83,1.7,1.77,1.69,0.3,0.35,0.66,1.13
