t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,0.45,0.45,0.45,0.45,0.4,0.05,3.77,-2.78
1,0.49,0.47,0.43,0.44,0.64,0.0,8.15,-3.62
2,0.49,0.48,0.51,0.46,0.49,0.0,5.49,-3.62
3,0.45,0.47,0.49,0.47,0.67,0.0,8.78,-3.62
4,0.5,0.48,0.43,0.46,0.72,0.0,9.72,-3.62
5,0.43,0.47,0.47,0.46,0.8,0.0,11.22,-3.62
6,0.42,0.46,0.47,0.46,0.62,0.0,7.75,-3.62
7,0.46,0.46,0.5,0.47,0.72,0.0,9.69,-3.62
8,0.43,0.46,0.47,0.47,0.66,0.0,8.55,-3.62
9,0.51,0.46,0.46,0.47,0.88,0.0,12.65,-3.62
10,0.49,0.47,0.51,0.47,0.89,0.0,12.88,-3.62
11,0.47,0.47,0.45,0.47,0.78,0.1,10.83,-1.86
12,0.45,0.47,0.5,0.47,0.64,0.23,8.18,0.72
13,0.45,0.46,0.49,0.47,0.81,0.26,11.35,1.16
14,0.49,0.47,0.44,0.47,0.88,0.32,12.71,2.3
15,0.49,0.47,0.5,0.47,0.8,0.46,11.25,4.8
16,0.42,0.47,0.51,0.47,0.46,0.57,4.82,6.91
17,0.46,0.46,0.44,0.47,0.16,0.5,-0.63,5.55
18,0.44,0.46,0.5,0.47,0.15,0.45,-0.8,4.71
19,0.49,0.47,0.49,0.47,0.01,0.64,-3.45,8.13
20,0.5,0.47,0.51,0.48,0.08,0.45,-2.17,4.73
21,0.44,0.47,0.47,0.48,0.0,0.38,-3.62,3.43
22,0.44,0.46,0.5,0.48,0.0,0.56,-3.62,6.66
23,0.43,0.46,0.44,0.48,0.0,0.37,-3.62,3.15
24,0.47,0.46,0.51,0.48,0.0,0.37,-3.62,3.24
25,0.42,0.46,0.5,0.48,0.0,0.31,-3.62,2.14
26,0.48,0.46,0.48,0.48,0.0,0.17,-3.62,-0.54
27,0.48,0.46,0.51,0.48,0.0,0.32,-3.62,2.31
28,0.5,0.46,0.48,0.48,0.0,0.5,-3.62,5.69
29,0.51,0.47,0.49,0.48,0.0,0.41,-3.62,3.91
30,0.43,0.46,0.47,0.48,0.04,0.43,-2.96,4.4
31,0.43,0.46,0.5,0.48,0.21,0.34,0.26,2.58
32,0.48,0.46,0.48,0.48,0.29,0.16,1.81,-0.71
33,0.5,0.47,0.51,0.48,0.54,0.21,6.31,0.31
34,0.43,0.46,0.42,0.48,0.31,0.26,2.12,1.16
35,0.47,0.46,0.47,0.48,0.37,0.37,3.14,3.17
36,0.42,0.46,0.5,0.48,0.25,0.56,1.04,6.74
37,0.46,0.46,0.5,0.48,0.25,0.69,1.06,9.13
38,0.45,0.46,0.45,0.48,0.32,0.65,2.35,8.42
39,0.49,0.46,0.47,0.48,0.44,0.58,4.56,7.17
40,0.46,0.46,0.48,0.48,0.23,0.64,0.55,8.2
41,0.44,0.46,0.44,0.48,0.3,0.71,2.0,9.57
42,0.48,0.46,0.5,0.48,0.09,0.66,-1.9,8.63
43,0.46,0.46,0.47,0.48,0.07,1.02,-2.35,15.26
44,0.44,0.46,0.51,0.48,0.0,1.2,-3.62,18.54
45,0.42,0.46,0.45,0.48,0.04,1.0,-2.97,14.96
46,0.45,0.46,0.44,0.48,0.08,0.93,-2.12,13.5
47,0.49,0.46,0.43,0.48,0.21,0.66,0.18,8.49
48,0.44,0.46,0.47,0.48,0.39,0.43,3.64,4.41
49,0.46,0.46,0.49,0.48,0.47,0.32,4.99,2.22
50,0.51,0.46,0.44,0.48,0.16,0.24,-0.61,0.74
51,0.48,0.46,0.46,0.48,0.16,0.42,-0.69,4.1
52,0.49,0.46,0.44,0.47,0.17,0.35,-0.54,2.93
53,0.42,0.46,0.47,0.47,0.26,0.16,1.19,-0.58
54,0.43,0.46,0.47,0.47,0.34,0.31,2.6,2.05
55,0.51,0.46,0.48,0.47,0.41,0.36,4.0,3.09
56,0.45,0.46,0.42,0.47,0.28,0.27,1.63,1.35
57,0.44,0.46,0.47,0.47,0.3,0.0,1.89,-3.62
58,0.47,0.46,0.47,0.47,0.35,0.0,2.9,-3.62
59,0.42,0.46,0.5,0.47,0.03,0.14,-3.02,-1.06
60,0.45,0.46,0.47,0.47,0.19,0.0,-0.07,-3.59
61,0.5,0.46,0.5,0.47,0.14,0.15,-1.06,-0.89
62,0.45,0.46,0.48,0.47,0.01,0.31,-3.44,2.02
63,0.44,0.46,0.47,0.47,0.0,0.43,-3.62,4.37
64,0.43,0.46,0.47,0.47,0.29,0.07,1.71,-2.27
65,0.42,0.46,0.43,0.47,0.26,0.0,1.18,-3.62
66,0.49,0.46,0.5,0.47,0.09,0.0,-1.91,-3.62
67,0.47,0.46,0.48,0.47,0.12,0.0,-1.35,-3.62
68,0.44,0.46,0.44,0.47,0.1,0.0,-1.8,-3.62
69,0.46,0.46,0.44,0.47,0.0,0.04,-3.62,-2.96
70,0.43,0.46,0.49,0.47,0.0,0.23,-3.62,0.7
71,0.47,0.46,0.47,0.47,0.0,0.46,-3.62,4.93
72,0.51,0.46,0.49,0.47,0.0,0.49,-3.62,5.38
73,0.44,0.46,0.5,0.47,0.0,0.52,-3.62,6.06
74,0.46,0.46,0.46,0.47,0.0,0.52,-3.62,6.0
75,0.48,0.46,0.46,0.47,0.0,0.43,-3.62,4.31
76,0.49,0.46,0.49,0.47,0.0,0.7,-3.62,9.41
77,0.47,0.46,0.44,0.47,0.0,0.43,-3.62,4.31
78,0.5,0.46,0.45,0.47,0.0,0.28,-3.62,1.64
79,0.47,0.46,0.44,0.47,0.01,0.36,-3.44,3.11
80,0.44,0.46,0.48,0.47,0.23,0.31,0.57,2.13
81,0.47,0.46,0.5,0.47,0.18,0.01,-0.31,-3.41
82,0.43,0.46,0.5,0.47,0.09,0.14,-2.0,-0.96
83,0.48,0.46,0.46,0.47,0.14,0.19,-1.09,-0.14
84,0.46,0.46,0.45,0.47,0.17,0.26,-0.56,1.24
85,0.44,0.46,0.44,0.47,0.15,0.11,-0.77,-1.52
86,0.42,0.46,0.43,0.47,0.29,0.0,1.78,-3.62
87,0.48,0.46,0.5,0.47,0.17,0.0,-0.54,-3.62
88,0.48,0.46,0.47,0.47,0.17,0.0,-0.42,-3.62
89,0.48,0.46,0.48,0.47,0.09,0.0,-2.04,-3.62
90,0.49,0.46,0.5,0.47,0.14,0.0,-1.01,-3.62
91,0.48,0.46,0.42,0.47,0.0,0.17,-3.62,-0.44
92,0.43,0.46,0.46,0.47,0.06,0.22,-2.57,0.48
93,0.44,0.46,0.44,0.47,0.14,0.16,-0.97,-0.71
94,0.45,0.46,0.42,0.47,0.02,0.22,-3.17,0.43
95,0.51,0.46,0.45,0.47,0.0,0.03,-3.62,-3.16
96,0.51,0.46,0.47,0.47,0.0,0.1,-3.62,-1.69
97,0.51,0.46,0.46,0.47,0.0,0.31,-3.62,2.08
98,0.42,0.46,0.46,0.47,0.0,0.2,-3.62,0.14
99,0.5,0.46,0.44,0.47,0.0,0.25,-3.62,0.94
100,0.44,0.46,0.42,0.47,0.0,0.35,-3.62,2.89
101,0.47,0.46,0.43,0.47,0.0,0.41,-3.62,4.02
102,0.44,0.46,0.47,0.47,0.0,0.57,-3.62,6.97
103,0.42,0.46,0.42,0.47,0.0,0.73,-3.62,9.9
104,0.46,0.46,0.44,0.47,0.0,0.8,-3.62,11.17
105,0.42,0.46,0.47,0.47,0.0,0.94,-3.62,13.77
106,0.48,0.46,0.45,0.47,0.0,0.65,-3.62,8.46
107,0.5,0.46,0.51,0.47,0.0,0.69,-3.62,9.06
108,0.42,0.46,0.42,0.47,0.0,0.33,-3.62,2.41
109,0.44,0.46,0.42,0.47,0.19,0.29,-0.12,1.79
110,0.45,0.46,0.49,0.47,0.2,0.11,0.08,-1.61
111,0.45,0.46,0.46,0.47,0.31,0.09,2.09,-2.0
112,0.46,0.46,0.5,0.47,0.47,0.22,5.13,0.43
113,0.42,0.46,0.45,0.47,0.16,0.38,-0.58,3.42
114,0.45,0.46,0.42,0.47,0.24,0.29,0.89,1.69
115,0.45,0.46,0.48,0.47,0.09,0.35,-1.97,2.93
116,0.46,0.46,0.47,0.47,0.06,0.4,-2.52,3.7
117,0.48,0.46,0.51,0.47,0.2,0.51,0.11,5.87
118,0.48,0.46,0.47,0.47,0.08,0.36,-2.2,3.12
119,0.45,0.46,0.47,0.47,0.0,0.2,-3.62,0.05
120,0.5,0.46,0.47,0.47,0.0,0.0,-3.62,-3.62
121,0.45,0.46,0.43,0.47,0.0,0.15,-3.62,-0.93
122,0.45,0.46,0.44,0.47,0.0,0.17,-3.62,-0.48
123,0.46,0.46,0.44,0.47,0.1,0.16,-1.7,-0.67
124,0.46,0.46,0.45,0.47,0.28,0.0,1.53,-3.62
125,0.47,0.46,0.51,0.47,0.4,0.0,3.77,-3.62
126,0.44,0.46,0.44,0.47,0.52,0.0,6.01,-3.62
127,0.47,0.46,0.44,0.47,0.34,0.11,2.6,-1.6
128,0.49,0.46,0.51,0.47,0.56,0.0,6.67,-3.62
129,0.48,0.46,0.45,0.47,0.32,0.15,2.26,-0.89
130,0.43,0.46,0.49,0.47,0.41,0.1,3.94,-1.76
131,0.5,0.46,0.48,0.47,0.58,0.0,7.17,-3.62
132,0.49,0.46,0.42,0.47,0.46,0.0,4.81,-3.62
133,0.48,0.46,0.46,0.47,0.5,0.0,5.62,-3.62
134,0.44,0.46,0.43,0.47,0.53,0.03,6.09,-3.13
135,0.47,0.46,0.49,0.47,0.44,0.01,4.49,-3.39
136,0.45,0.46,0.48,0.47,0.19,0.25,-0.08,1.05
137,0.42,0.46,0.49,0.47,0.23,0.28,0.57,1.49
138,0.44,0.46,0.43,0.47,0.12,0.13,-1.48,-1.24
139,0.45,0.46,0.43,0.47,0.04,0.07,-2.95,-2.39
140,0.51,0.46,0.47,0.47,0.18,0.15,-0.35,-0.8
141,0.46,0.46,0.48,0.47,0.19,0.22,-0.08,0.39
142,0.44,0.46,0.43,0.47,0.2,0.18,0.08,-0.23
143,0.47,0.46,0.44,0.47,0.0,0.18,-3.62,-0.22
144,0.43,0.46,0.43,0.47,0.02,0.03,-3.34,-3.09
145,0.43,0.46,0.42,0.47,0.16,0.01,-0.68,-3.52
146,0.48,0.46,0.51,0.47,0.0,0.08,-3.62,-2.12
147,0.42,0.46,0.46,0.47,0.0,0.1,-3.62,-1.73
148,0.45,0.46,0.47,0.47,0.0,0.16,-3.62,-0.7
149,0.42,0.46,0.42,0.47,0.03,0.0,-3.1,-3.62
150,0.51,0.46,0.48,0.47,0.0,0.06,-3.62,-2.54
