t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,1.75,1.75,1.41,1.41,0.15,0.3,-7.46,-1.51
1,1.43,1.59,1.49,1.45,0.19,0.25,-5.8,-3.71
2,1.43,1.53,1.87,1.59,0.28,0.21,-2.28,-5.17
3,1.93,1.63,1.49,1.56,0.04,0.45,-11.83,4.11
4,1.67,1.64,1.51,1.55,0.08,0.43,-10.26,3.51
5,1.91,1.69,1.81,1.59,0.09,0.67,-9.85,12.54
6,1.89,1.71,1.69,1.61,0.08,0.59,-10.05,9.57
7,1.97,1.75,1.89,1.64,0.18,0.58,-6.2,9.17
8,1.91,1.77,1.93,1.68,0.19,0.59,-5.94,9.62
9,1.49,1.74,1.65,1.67,0.25,0.29,-3.63,-2.21
10,1.89,1.75,1.83,1.69,0.18,0.55,-6.36,8.07
11,1.83,1.76,1.87,1.7,0.21,0.5,-5.24,6.12
12,1.43,1.73,1.89,1.72,0.3,0.2,-1.79,-5.44
13,1.53,1.72,1.93,1.73,0.39,0.16,1.69,-7.09
14,1.47,1.7,1.51,1.72,0.25,0.22,-3.71,-4.74
15,1.99,1.72,1.75,1.72,0.39,0.35,1.82,0.26
16,1.77,1.72,1.41,1.7,0.32,0.22,-0.81,-4.84
17,1.43,1.71,1.93,1.71,0.41,0.03,2.41,-12.31
18,1.93,1.72,1.41,1.7,0.34,0.23,-0.28,-4.4
19,1.87,1.73,1.97,1.71,0.73,0.07,15.21,-10.75
20,1.83,1.73,1.69,1.71,0.52,0.2,6.83,-5.64
21,1.97,1.74,1.61,1.71,0.3,0.37,-1.75,1.18
22,1.63,1.74,1.95,1.72,0.47,0.15,4.95,-7.33
23,1.49,1.73,1.75,1.72,0.32,0.21,-0.94,-5.08
24,1.65,1.72,1.83,1.72,0.44,0.2,3.72,-5.53
25,1.59,1.72,1.95,1.73,0.43,0.16,3.42,-6.92
26,1.95,1.73,1.43,1.72,0.06,0.38,-10.83,1.28
27,1.83,1.73,1.47,1.71,0.05,0.42,-11.23,3.02
28,1.97,1.74,1.97,1.72,0.21,0.59,-5.01,9.67
29,1.81,1.74,1.95,1.73,0.23,0.46,-4.35,4.65
30,1.75,1.74,1.69,1.73,0.06,0.57,-10.93,8.92
31,1.95,1.75,1.83,1.73,0.04,0.61,-11.77,10.39
32,1.55,1.74,1.79,1.73,0.09,0.57,-9.77,8.66
33,1.43,1.73,1.65,1.73,0.1,0.47,-9.59,4.81
34,1.47,1.72,1.81,1.73,0.1,0.56,-9.49,8.45
35,1.67,1.72,1.95,1.74,0.05,0.76,-11.29,16.27
36,1.57,1.72,1.57,1.73,0.01,0.53,-12.76,7.45
37,1.55,1.71,1.49,1.73,0.03,0.44,-12.23,3.94
38,1.71,1.71,1.91,1.73,0.07,0.68,-10.63,13.28
39,1.91,1.72,1.83,1.73,0.08,0.64,-10.4,11.54
40,1.41,1.71,1.99,1.74,0.18,0.39,-6.28,1.78
41,1.59,1.71,1.71,1.74,0.09,0.53,-9.89,7.29
42,1.89,1.71,1.81,1.74,0.06,0.65,-10.94,11.83
43,1.45,1.71,1.85,1.74,0.24,0.29,-3.89,-1.91
44,1.53,1.7,1.97,1.75,0.22,0.37,-4.74,0.99
45,1.77,1.7,1.69,1.75,0.07,0.56,-10.55,8.45
46,1.99,1.71,1.87,1.75,0.06,0.67,-11.02,12.75
47,1.93,1.72,1.87,1.75,0.07,0.64,-10.55,11.44
48,1.47,1.71,1.81,1.75,0.17,0.45,-6.87,4.28
49,1.81,1.71,1.89,1.76,0.08,0.68,-10.18,13.18
50,1.45,1.71,1.75,1.76,0.15,0.44,-7.68,3.67
51,1.89,1.71,1.73,1.76,0.05,0.6,-11.32,10.05
52,1.79,1.71,1.51,1.75,0.03,0.46,-12.16,4.54
53,1.41,1.71,1.87,1.75,0.13,0.48,-8.22,5.25
54,1.75,1.71,1.95,1.76,0.17,0.51,-6.89,6.58
55,1.85,1.71,1.59,1.75,0.05,0.51,-11.47,6.4
56,1.67,1.71,1.85,1.76,0.27,0.41,-2.92,2.5
57,1.67,1.71,1.91,1.76,0.3,0.39,-1.64,1.75
58,1.85,1.71,1.47,1.75,0.08,0.39,-10.23,1.89
59,1.63,1.71,1.79,1.75,0.32,0.31,-0.87,-1.28
60,1.87,1.71,1.87,1.76,0.37,0.37,1.03,1.2
61,1.59,1.71,1.97,1.76,0.43,0.18,3.46,-6.25
62,1.53,1.71,1.79,1.76,0.28,0.33,-2.52,-0.41
63,1.81,1.71,1.99,1.76,0.39,0.38,1.84,1.6
64,1.51,1.71,1.75,1.76,0.3,0.27,-1.71,-2.93
65,1.67,1.7,1.61,1.76,0.2,0.39,-5.64,1.97
66,1.61,1.7,1.47,1.76,0.19,0.3,-6.08,-1.69
67,1.79,1.7,1.89,1.76,0.42,0.26,3.06,-3.29
68,1.85,1.71,1.49,1.75,0.2,0.33,-5.43,-0.37
69,1.97,1.71,1.81,1.76,0.25,0.48,-3.51,5.24
70,1.55,1.71,1.81,1.76,0.36,0.2,0.84,-5.64
71,1.43,1.7,1.79,1.76,0.29,0.19,-2.14,-6.07
72,1.59,1.7,1.97,1.76,0.33,0.23,-0.64,-4.44
73,1.55,1.7,1.53,1.76,0.23,0.26,-4.29,-3.19
74,1.81,1.7,1.91,1.76,0.28,0.38,-2.62,1.44
75,1.71,1.7,1.99,1.76,0.34,0.27,-0.28,-2.82
76,1.75,1.7,1.75,1.76,0.27,0.33,-2.7,-0.4
