run,avg_price_firm_1,avg_price_firm_2,rolling_avg_firm_1,rolling_avg_firm_2
1,1.67,1.95,,
2,1.7,1.94,,
3,1.72,1.95,1.7,1.95
4,1.71,1.94,1.71,1.94
5,1.69,1.96,1.71,1.95
6,1.65,1.44,1.68,1.78
7,1.65,1.45,1.66,1.62
8,1.66,1.44,1.65,1.44
9,1.73,1.92,1.68,1.6
10,1.67,1.91,1.69,1.76
11,1.65,1.91,1.68,1.91
12,1.7,1.44,1.67,1.75
13,1.71,1.87,1.69,1.74
14,1.7,1.91,1.7,1.74
15,1.7,1.92,1.7,1.9
16,1.69,1.86,1.7,1.9
17,1.68,1.95,1.69,1.91
18,1.67,1.45,1.68,1.75
19,1.64,1.45,1.66,1.62
20,1.69,1.9,1.67,1.6
21,1.68,1.96,1.67,1.77
22,1.66,1.77,1.68,1.88
23,1.74,1.94,1.69,1.89
24,1.64,1.44,1.68,1.72
25,1.66,1.44,1.68,1.61
26,1.72,1.95,1.67,1.61
27,1.71,1.91,1.7,1.77
28,1.69,1.44,1.71,1.77
29,1.65,1.45,1.68,1.6
30,1.66,1.44,1.67,1.44
31,1.68,1.92,1.66,1.6
32,1.67,1.94,1.67,1.77
33,1.73,1.96,1.69,1.94
34,1.67,1.91,1.69,1.94
35,1.68,1.91,1.69,1.93
36,1.69,1.95,1.68,1.92
37,1.68,1.94,1.68,1.93
38,1.73,1.95,1.7,1.95
39,1.65,1.44,1.69,1.78
40,1.73,1.96,1.7,1.78
41,1.67,1.45,1.68,1.62
42,1.69,1.95,1.7,1.79
43,1.72,1.92,1.69,1.77
44,1.67,1.9,1.69,1.92
45,1.64,1.45,1.68,1.76
46,1.68,1.87,1.66,1.74
47,1.64,1.44,1.65,1.59
48,1.65,1.45,1.66,1.59
49,1.64,1.45,1.64,1.45
50,1.65,1.45,1.65,1.45
