run,avg_price_firm_1,avg_price_firm_2,rolling_avg_firm_1,rolling_avg_firm_2
1,0.42,0.42,,
2,0.49,0.51,,
3,0.5,0.42,0.47,0.45
4,0.51,0.42,0.5,0.45
5,0.51,0.43,0.51,0.42
6,0.42,0.42,0.48,0.42
7,0.43,0.5,0.45,0.45
8,0.42,0.5,0.42,0.47
9,0.42,0.44,0.42,0.48
10,0.43,0.43,0.42,0.46
11,0.42,0.42,0.42,0.43
12,0.51,0.5,0.45,0.45
13,0.42,0.42,0.45,0.45
14,0.44,0.42,0.46,0.45
15,0.5,0.5,0.45,0.45
16,0.43,0.5,0.46,0.47
17,0.5,0.5,0.48,0.5
18,0.5,0.42,0.48,0.47
19,0.5,0.42,0.5,0.45
20,0.42,0.49,0.47,0.44
21,0.51,0.51,0.48,0.47
22,0.5,0.5,0.48,0.5
23,0.5,0.5,0.5,0.5
24,0.42,0.42,0.47,0.47
25,0.45,0.5,0.46,0.47
26,0.49,0.43,0.45,0.45
27,0.42,0.42,0.45,0.45
28,0.5,0.51,0.47,0.45
29,0.5,0.5,0.47,0.48
30,0.51,0.5,0.5,0.5
31,0.51,0.42,0.51,0.47
32,0.42,0.42,0.48,0.45
33,0.5,0.5,0.48,0.45
34,0.5,0.5,0.47,0.47
35,0.51,0.42,0.5,0.47
36,0.47,0.51,0.49,0.48
37,0.48,0.5,0.49,0.48
38,0.42,0.43,0.46,0.48
39,0.51,0.42,0.47,0.45
40,0.5,0.42,0.48,0.42
41,0.42,0.43,0.48,0.42
42,0.42,0.5,0.45,0.45
43,0.42,0.43,0.42,0.45
44,0.44,0.5,0.43,0.48
45,0.42,0.49,0.43,0.47
46,0.5,0.44,0.45,0.48
47,0.5,0.5,0.47,0.48
48,0.42,0.5,0.47,0.48
49,0.43,0.51,0.45,0.5
50,0.51,0.5,0.45,0.5
