Model,Firm 1 Avg. Prices,Theo. Prices,Firm 2 Avg. Prices,Theo. Prices ,Firm 1 Extra-profits Δ,Firm 2 Extra-profits Δ,Firm 1 RPDI,Firm 2 RPDI
LOGIT,1.83,1.47,1.81,1.47,0.56,0.61,0.78,0.75
HOTELLING,1.13,1.0,1.16,1.0,0.56,0.43,0.53,0.64
LINEAR,0.47,0.43,0.47,0.43,0.02,0.03,0.53,0.51
