t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,0.47,0.47,0.47,0.47,0.33,0.0,2.5,-3.62
1,0.47,0.47,0.48,0.47,0.48,0.0,5.26,-3.62
2,0.48,0.47,0.48,0.47,0.5,0.15,5.62,-0.77
3,0.49,0.48,0.48,0.47,0.53,0.0,6.19,-3.62
4,0.45,0.47,0.47,0.47,0.58,0.0,7.06,-3.62
5,0.43,0.46,0.49,0.48,0.74,0.0,9.97,-3.62
6,0.44,0.46,0.48,0.48,0.78,0.0,10.88,-3.62
7,0.43,0.46,0.49,0.48,0.64,0.0,8.13,-3.62
8,0.45,0.46,0.5,0.48,0.62,0.0,7.81,-3.62
9,0.44,0.45,0.49,0.48,0.81,0.0,11.42,-3.62
10,0.44,0.45,0.48,0.48,0.64,0.0,8.17,-3.62
11,0.46,0.45,0.49,0.48,0.57,0.0,6.99,-3.62
12,0.45,0.45,0.47,0.48,0.58,0.0,7.19,-3.62
13,0.45,0.45,0.48,0.48,0.36,0.0,3.1,-3.62
14,0.45,0.45,0.47,0.48,0.34,0.0,2.71,-3.62
15,0.49,0.46,0.48,0.48,0.0,0.06,-3.62,-2.44
16,0.48,0.46,0.49,0.48,0.0,0.0,-3.62,-3.62
17,0.48,0.46,0.48,0.48,0.0,0.2,-3.62,-0.01
18,0.46,0.46,0.49,0.48,0.0,0.08,-3.62,-2.23
19,0.46,0.46,0.5,0.48,0.0,0.37,-3.62,3.21
20,0.44,0.46,0.5,0.48,0.0,0.41,-3.62,3.88
21,0.42,0.46,0.5,0.48,0.0,0.82,-3.62,11.53
22,0.44,0.45,0.5,0.48,0.0,0.88,-3.62,12.6
23,0.46,0.45,0.5,0.49,0.0,0.81,-3.62,11.29
24,0.47,0.46,0.49,0.49,0.0,0.56,-3.62,6.74
25,0.48,0.46,0.48,0.49,0.0,0.35,-3.62,2.77
26,0.48,0.46,0.46,0.48,0.02,0.25,-3.24,1.02
27,0.49,0.46,0.45,0.48,0.0,0.25,-3.62,1.09
28,0.49,0.46,0.45,0.48,0.0,0.29,-3.62,1.75
29,0.49,0.46,0.46,0.48,0.34,0.0,2.74,-3.62
30,0.49,0.46,0.45,0.48,0.31,0.24,2.2,0.73
31,0.49,0.46,0.46,0.48,0.4,0.32,3.82,2.33
32,0.49,0.46,0.47,0.48,0.37,0.29,3.14,1.77
33,0.48,0.46,0.48,0.48,0.55,0.24,6.62,0.84
34,0.47,0.46,0.48,0.48,0.63,0.25,7.99,0.94
35,0.46,0.46,0.49,0.48,0.77,0.05,10.58,-2.68
36,0.45,0.46,0.49,0.48,0.61,0.0,7.68,-3.62
37,0.45,0.46,0.49,0.48,0.84,0.0,11.88,-3.62
38,0.45,0.46,0.48,0.48,0.65,0.0,8.39,-3.62
39,0.45,0.46,0.49,0.48,0.57,0.14,6.83,-1.05
40,0.47,0.46,0.48,0.48,0.98,0.28,14.43,1.56
41,0.47,0.46,0.49,0.48,0.58,0.59,7.04,7.27
42,0.45,0.46,0.48,0.48,0.47,0.54,5.04,6.29
43,0.46,0.46,0.46,0.48,0.09,0.6,-2.03,7.44
44,0.46,0.46,0.45,0.48,0.34,0.55,2.72,6.62
45,0.45,0.46,0.44,0.48,0.49,0.36,5.47,3.09
46,0.44,0.46,0.43,0.48,0.6,0.44,7.44,4.5
47,0.45,0.46,0.43,0.48,0.54,0.49,6.31,5.43
48,0.47,0.46,0.43,0.48,0.35,0.22,2.89,0.38
49,0.47,0.46,0.43,0.47,0.31,0.07,2.02,-2.27
50,0.49,0.46,0.44,0.47,0.34,0.0,2.75,-3.62
51,0.48,0.46,0.44,0.47,0.43,0.0,4.35,-3.62
52,0.48,0.46,0.44,0.47,0.3,0.15,1.95,-0.88
53,0.48,0.46,0.45,0.47,0.23,0.14,0.66,-1.01
54,0.49,0.46,0.46,0.47,0.07,0.36,-2.25,2.98
55,0.51,0.46,0.46,0.47,0.22,0.27,0.42,1.45
56,0.5,0.46,0.46,0.47,0.14,0.0,-1.03,-3.62
57,0.49,0.47,0.45,0.47,0.18,0.0,-0.38,-3.62
58,0.5,0.47,0.48,0.47,0.09,0.0,-1.9,-3.62
59,0.49,0.47,0.46,0.47,0.1,0.0,-1.73,-3.62
60,0.49,0.47,0.45,0.47,0.22,0.0,0.52,-3.62
61,0.47,0.47,0.44,0.47,0.16,0.07,-0.64,-2.24
62,0.47,0.47,0.44,0.47,0.0,0.29,-3.62,1.7
63,0.47,0.47,0.45,0.47,0.0,0.4,-3.62,3.83
64,0.47,0.47,0.45,0.47,0.03,0.04,-3.07,-2.97
65,0.47,0.47,0.44,0.47,0.0,0.0,-3.62,-3.62
66,0.47,0.47,0.44,0.47,0.23,0.0,0.56,-3.62
67,0.46,0.47,0.44,0.47,0.34,0.04,2.63,-2.91
68,0.46,0.47,0.45,0.47,0.04,0.26,-2.81,1.14
69,0.45,0.47,0.45,0.47,0.22,0.06,0.49,-2.5
70,0.45,0.47,0.47,0.47,0.25,0.0,1.0,-3.62
71,0.46,0.47,0.48,0.47,0.23,0.0,0.6,-3.62
72,0.45,0.47,0.45,0.47,0.13,0.0,-1.3,-3.62
73,0.43,0.47,0.47,0.47,0.0,0.0,-3.62,-3.62
74,0.43,0.47,0.47,0.47,0.0,0.0,-3.62,-3.62
