t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,1.06,1.06,1.12,1.12,0.46,0.63,-0.32,1.08
1,1.09,1.07,1.1,1.11,0.34,0.75,-1.28,2.03
2,1.07,1.07,1.13,1.12,0.53,0.57,0.25,0.58
3,1.06,1.07,1.12,1.12,0.44,0.65,-0.45,1.22
4,1.03,1.06,1.12,1.12,0.62,0.45,0.93,-0.41
5,1.0,1.05,1.11,1.12,0.9,0.1,3.23,-3.18
6,1.03,1.05,1.1,1.11,1.0,0.03,3.99,-3.74
7,1.0,1.04,1.06,1.11,0.87,0.14,2.96,-2.92
8,1.02,1.04,1.11,1.11,1.02,0.0,4.15,-4.0
9,1.05,1.04,1.12,1.11,1.05,0.0,4.42,-4.0
10,1.09,1.05,1.11,1.11,1.09,0.0,4.69,-4.0
11,1.05,1.05,1.12,1.11,1.05,0.0,4.42,-4.0
12,1.03,1.04,1.06,1.11,1.03,0.0,4.24,-4.0
13,1.0,1.04,1.05,1.1,1.0,0.0,3.97,-4.0
14,1.02,1.04,1.11,1.1,1.02,0.0,4.15,-4.0
15,0.96,1.03,1.11,1.1,0.96,0.0,3.7,-4.0
16,1.03,1.03,1.13,1.1,1.03,0.0,4.24,-4.0
17,1.05,1.04,1.16,1.11,0.98,0.08,3.84,-3.36
18,1.02,1.03,1.21,1.11,0.96,0.07,3.7,-3.47
19,1.06,1.04,1.18,1.12,0.59,0.53,0.71,0.2
20,1.06,1.04,1.18,1.12,0.99,0.08,3.95,-3.39
21,1.07,1.04,1.16,1.12,1.07,0.0,4.6,-4.0
22,1.1,1.04,1.13,1.12,1.09,0.01,4.73,-3.95
23,1.11,1.04,1.13,1.12,0.82,0.29,2.59,-1.68
24,1.14,1.05,1.13,1.12,0.7,0.44,1.61,-0.51
25,1.14,1.05,1.15,1.12,0.0,1.15,-4.0,5.22
26,1.16,1.06,1.14,1.12,0.0,1.14,-4.0,5.13
27,1.12,1.06,1.14,1.12,0.0,1.14,-4.0,5.13
28,1.13,1.06,1.14,1.13,0.0,1.14,-4.0,5.13
