t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,0.49,0.49,0.46,0.46,0.35,0.46,2.91,4.93
1,0.49,0.49,0.46,0.46,0.28,0.44,1.48,4.55
2,0.49,0.49,0.47,0.46,0.23,0.51,0.57,5.87
3,0.51,0.49,0.47,0.46,0.0,0.48,-3.62,5.27
4,0.44,0.48,0.47,0.47,0.02,0.31,-3.3,2.18
5,0.5,0.49,0.48,0.47,0.01,0.13,-3.45,-1.21
6,0.48,0.48,0.47,0.47,0.12,0.04,-1.34,-2.88
7,0.42,0.48,0.48,0.47,0.02,0.11,-3.28,-1.5
8,0.46,0.47,0.48,0.47,0.0,0.24,-3.62,0.78
9,0.46,0.47,0.47,0.47,0.0,0.22,-3.62,0.46
10,0.47,0.47,0.47,0.47,0.0,0.34,-3.62,2.7
11,0.43,0.47,0.47,0.47,0.0,0.21,-3.62,0.18
12,0.46,0.47,0.47,0.47,0.11,0.0,-1.59,-3.62
13,0.51,0.47,0.47,0.47,0.31,0.0,2.05,-3.62
14,0.46,0.47,0.47,0.47,0.25,0.0,1.06,-3.62
15,0.46,0.47,0.47,0.47,0.33,0.0,2.39,-3.62
16,0.45,0.47,0.46,0.47,0.09,0.0,-2.05,-3.62
17,0.48,0.47,0.46,0.47,0.17,0.0,-0.53,-3.62
18,0.51,0.47,0.45,0.47,0.0,0.0,-3.62,-3.62
19,0.42,0.47,0.46,0.47,0.0,0.0,-3.62,-3.62
20,0.42,0.47,0.46,0.47,0.02,0.0,-3.27,-3.62
21,0.46,0.47,0.47,0.47,0.05,0.0,-2.71,-3.62
22,0.48,0.47,0.47,0.47,0.17,0.0,-0.56,-3.62
23,0.5,0.47,0.46,0.47,0.44,0.0,4.49,-3.62
24,0.45,0.47,0.46,0.47,0.65,0.0,8.32,-3.62
25,0.48,0.47,0.43,0.46,0.48,0.18,5.3,-0.25
26,0.43,0.47,0.44,0.46,0.36,0.31,2.95,2.11
27,0.44,0.47,0.45,0.46,0.34,0.48,2.6,5.18
28,0.49,0.47,0.45,0.46,0.32,0.6,2.26,7.47
29,0.47,0.47,0.45,0.46,0.49,0.36,5.44,3.0
30,0.45,0.47,0.45,0.46,0.41,0.37,3.97,3.21
31,0.5,0.47,0.45,0.46,0.26,0.39,1.21,3.62
32,0.43,0.47,0.44,0.46,0.13,0.46,-1.29,4.81
33,0.44,0.47,0.43,0.46,0.0,0.66,-3.62,8.61
34,0.51,0.47,0.43,0.46,0.0,0.57,-3.62,7.0
35,0.48,0.47,0.44,0.46,0.0,0.52,-3.62,6.05
36,0.51,0.47,0.43,0.46,0.0,0.29,-3.62,1.66
37,0.49,0.47,0.44,0.46,0.0,0.53,-3.62,6.21
38,0.44,0.47,0.46,0.46,0.01,0.58,-3.4,7.01
39,0.45,0.47,0.45,0.46,0.0,0.51,-3.62,5.81
40,0.43,0.47,0.43,0.46,0.0,0.46,-3.62,4.84
41,0.44,0.47,0.44,0.46,0.0,0.43,-3.62,4.35
42,0.43,0.47,0.45,0.46,0.22,0.37,0.49,3.17
43,0.44,0.46,0.44,0.46,0.0,0.32,-3.62,2.27
44,0.46,0.46,0.46,0.46,0.04,0.5,-2.87,5.54
45,0.42,0.46,0.46,0.46,0.07,0.39,-2.34,3.54
46,0.46,0.46,0.48,0.46,0.0,0.36,-3.62,2.99
47,0.45,0.46,0.48,0.46,0.16,0.11,-0.71,-1.64
48,0.49,0.46,0.48,0.46,0.03,0.19,-3.04,-0.12
49,0.46,0.46,0.48,0.46,0.1,0.0,-1.74,-3.62
50,0.48,0.46,0.48,0.46,0.48,0.0,5.24,-3.62
51,0.49,0.46,0.49,0.46,0.48,0.0,5.26,-3.62
52,0.5,0.47,0.47,0.46,0.28,0.0,1.49,-3.57
53,0.46,0.47,0.46,0.46,0.23,0.0,0.6,-3.62
54,0.51,0.47,0.47,0.46,0.07,0.1,-2.41,-1.79
55,0.48,0.47,0.46,0.46,0.0,0.38,-3.62,3.35
56,0.45,0.47,0.45,0.46,0.27,0.36,1.4,2.96
57,0.49,0.47,0.44,0.46,0.29,0.26,1.73,1.17
58,0.43,0.47,0.46,0.46,0.29,0.27,1.75,1.31
59,0.43,0.47,0.46,0.46,0.56,0.02,6.81,-3.34
60,0.47,0.47,0.46,0.46,0.42,0.0,4.23,-3.62
61,0.46,0.47,0.45,0.46,0.5,0.14,5.63,-1.01
62,0.47,0.47,0.48,0.46,0.53,0.11,6.16,-1.62
63,0.49,0.47,0.49,0.46,0.67,0.0,8.76,-3.62
64,0.46,0.47,0.49,0.46,0.4,0.0,3.76,-3.62
65,0.5,0.47,0.48,0.46,0.45,0.0,4.77,-3.62
66,0.46,0.47,0.49,0.46,0.14,0.05,-1.08,-2.74
67,0.44,0.47,0.49,0.46,0.32,0.0,2.25,-3.62
68,0.45,0.47,0.48,0.46,0.39,0.0,3.67,-3.62
69,0.49,0.47,0.46,0.46,0.33,0.0,2.56,-3.62
70,0.43,0.47,0.47,0.46,0.39,0.0,3.64,-3.62
71,0.51,0.47,0.46,0.46,0.31,0.0,2.15,-3.62
72,0.45,0.47,0.47,0.46,0.46,0.12,4.89,-1.37
73,0.45,0.47,0.48,0.46,0.63,0.0,7.95,-3.62
74,0.43,0.47,0.48,0.46,0.65,0.0,8.33,-3.62
75,0.5,0.47,0.47,0.46,0.21,0.06,0.32,-2.54
76,0.49,0.47,0.49,0.46,0.33,0.0,2.46,-3.62
77,0.47,0.47,0.48,0.46,0.07,0.14,-2.35,-0.99
78,0.42,0.47,0.47,0.46,0.12,0.3,-1.44,1.95
79,0.49,0.47,0.46,0.46,0.0,0.44,-3.62,4.59
80,0.46,0.47,0.47,0.46,0.01,0.51,-3.43,5.77
81,0.43,0.47,0.46,0.46,0.03,0.47,-3.09,5.06
82,0.44,0.46,0.46,0.46,0.0,0.48,-3.62,5.21
83,0.45,0.46,0.48,0.46,0.0,0.57,-3.62,6.93
84,0.43,0.46,0.47,0.46,0.0,0.6,-3.62,7.54
85,0.49,0.46,0.47,0.46,0.0,0.66,-3.62,8.59
86,0.47,0.46,0.48,0.46,0.0,0.6,-3.62,7.39
87,0.47,0.46,0.46,0.46,0.0,0.39,-3.62,3.52
88,0.42,0.46,0.46,0.46,0.0,0.33,-3.62,2.5
89,0.49,0.46,0.46,0.46,0.0,0.14,-3.62,-1.02
90,0.48,0.46,0.46,0.46,0.0,0.37,-3.62,3.21
91,0.51,0.47,0.46,0.46,0.0,0.51,-3.62,5.75
92,0.47,0.47,0.48,0.46,0.0,0.52,-3.62,6.04
93,0.44,0.46,0.47,0.46,0.06,0.31,-2.56,2.05
94,0.43,0.46,0.47,0.46,0.0,0.46,-3.62,4.95
95,0.45,0.46,0.48,0.46,0.0,0.25,-3.62,1.01
96,0.45,0.46,0.49,0.46,0.0,0.21,-3.62,0.27
97,0.45,0.46,0.48,0.46,0.0,0.14,-3.62,-1.12
98,0.43,0.46,0.48,0.46,0.0,0.29,-3.62,1.7
99,0.45,0.46,0.49,0.46,0.0,0.2,-3.62,0.07
100,0.43,0.46,0.48,0.46,0.0,0.31,-3.62,2.16
101,0.48,0.46,0.46,0.46,0.0,0.02,-3.62,-3.29
102,0.5,0.46,0.44,0.46,0.0,0.33,-3.62,2.56
103,0.48,0.46,0.44,0.46,0.0,0.17,-3.62,-0.53
104,0.47,0.46,0.44,0.46,0.0,0.44,-3.62,4.5
105,0.44,0.46,0.45,0.46,0.0,0.53,-3.62,6.24
106,0.51,0.46,0.44,0.46,0.0,0.61,-3.62,7.58
107,0.51,0.46,0.46,0.46,0.0,0.58,-3.62,7.19
108,0.45,0.46,0.46,0.46,0.07,0.69,-2.25,9.19
109,0.48,0.46,0.45,0.46,0.13,0.57,-1.21,6.83
110,0.5,0.47,0.45,0.46,0.27,0.69,1.37,9.13
111,0.49,0.47,0.46,0.46,0.46,0.48,4.97,5.34
112,0.51,0.47,0.45,0.46,0.46,0.36,4.98,3.05
113,0.44,0.47,0.45,0.46,0.45,0.32,4.71,2.24
114,0.46,0.47,0.46,0.46,0.35,0.66,2.94,8.63
115,0.49,0.47,0.45,0.46,0.23,0.73,0.56,9.85
116,0.5,0.47,0.44,0.46,0.0,0.73,-3.62,9.85
117,0.47,0.47,0.44,0.46,0.0,1.02,-3.62,15.23
118,0.47,0.47,0.43,0.46,0.0,0.76,-3.62,10.37
119,0.47,0.47,0.44,0.46,0.0,0.57,-3.62,7.01
120,0.44,0.47,0.46,0.46,0.0,0.61,-3.62,7.58
121,0.45,0.47,0.46,0.46,0.0,0.47,-3.62,5.13
122,0.49,0.47,0.46,0.46,0.05,0.33,-2.71,2.43
123,0.42,0.47,0.46,0.46,0.03,0.05,-3.06,-2.72
124,0.42,0.46,0.47,0.46,0.07,0.0,-2.26,-3.6
125,0.5,0.47,0.48,0.46,0.01,0.0,-3.37,-3.62
126,0.47,0.47,0.48,0.46,0.22,0.0,0.36,-3.62
127,0.43,0.47,0.46,0.46,0.04,0.0,-2.87,-3.62
128,0.49,0.47,0.47,0.46,0.11,0.0,-1.68,-3.62
129,0.42,0.46,0.49,0.46,0.0,0.0,-3.62,-3.62
130,0.51,0.47,0.48,0.46,0.21,0.0,0.19,-3.62
131,0.42,0.46,0.47,0.46,0.13,0.0,-1.14,-3.62
132,0.48,0.46,0.45,0.46,0.19,0.0,-0.02,-3.62
133,0.48,0.47,0.44,0.46,0.29,0.01,1.71,-3.52
134,0.47,0.47,0.45,0.46,0.1,0.0,-1.72,-3.62
135,0.45,0.47,0.44,0.46,0.08,0.26,-2.13,1.27
136,0.49,0.47,0.43,0.46,0.0,0.32,-3.62,2.24
137,0.51,0.47,0.42,0.46,0.0,0.47,-3.62,5.09
138,0.5,0.47,0.42,0.46,0.0,0.38,-3.62,3.36
139,0.46,0.47,0.43,0.46,0.0,0.46,-3.62,4.86
140,0.46,0.47,0.43,0.46,0.0,0.27,-3.62,1.39
141,0.48,0.47,0.44,0.46,0.0,0.14,-3.62,-1.1
142,0.43,0.47,0.44,0.46,0.0,0.05,-3.54,-2.72
143,0.46,0.47,0.45,0.46,0.14,0.05,-1.09,-2.64
144,0.42,0.47,0.47,0.46,0.15,0.31,-0.85,2.2
145,0.44,0.47,0.46,0.46,0.43,0.08,4.26,-2.16
146,0.46,0.47,0.45,0.46,0.42,0.13,4.22,-1.16
147,0.48,0.47,0.44,0.46,0.65,0.0,8.35,-3.62
148,0.48,0.47,0.45,0.46,0.47,0.2,5.12,0.12
149,0.48,0.47,0.42,0.46,0.48,0.31,5.28,2.18
150,0.47,0.47,0.42,0.46,0.63,0.21,8.09,0.32
151,0.46,0.47,0.42,0.46,0.51,0.29,5.87,1.77
152,0.43,0.46,0.42,0.46,0.45,0.29,4.73,1.73
153,0.44,0.46,0.43,0.46,0.34,0.22,2.58,0.47
154,0.47,0.46,0.44,0.46,0.17,0.39,-0.49,3.62
155,0.5,0.47,0.45,0.46,0.22,0.17,0.45,-0.41
156,0.48,0.47,0.46,0.46,0.26,0.0,1.13,-3.55
157,0.49,0.47,0.45,0.46,0.2,0.0,0.14,-3.62
158,0.42,0.47,0.45,0.46,0.44,0.07,4.51,-2.35
159,0.46,0.47,0.46,0.46,0.53,0.0,6.17,-3.62
160,0.47,0.47,0.44,0.46,0.48,0.0,5.33,-3.62
161,0.44,0.46,0.43,0.46,0.55,0.0,6.53,-3.62
162,0.49,0.47,0.43,0.46,0.47,0.0,5.04,-3.62
163,0.49,0.47,0.44,0.46,0.38,0.05,3.33,-2.69
164,0.48,0.47,0.43,0.46,0.15,0.17,-0.76,-0.5
165,0.47,0.47,0.44,0.46,0.1,0.33,-1.73,2.4
166,0.51,0.47,0.42,0.46,0.25,0.16,1.05,-0.62
167,0.45,0.47,0.43,0.46,0.49,0.27,5.48,1.34
168,0.43,0.47,0.44,0.46,0.34,0.41,2.63,4.05
169,0.44,0.47,0.44,0.46,0.32,0.41,2.21,3.99
170,0.47,0.47,0.45,0.46,0.12,0.61,-1.35,7.57
171,0.42,0.46,0.45,0.46,0.36,0.66,2.99,8.63
172,0.42,0.46,0.45,0.46,0.24,0.66,0.88,8.63
173,0.42,0.46,0.44,0.46,0.49,0.49,5.45,5.44
174,0.47,0.46,0.43,0.46,0.33,0.53,2.51,6.12
175,0.46,0.46,0.43,0.46,0.48,0.66,5.17,8.55
176,0.47,0.46,0.44,0.46,0.59,0.53,7.33,6.2
177,0.49,0.46,0.42,0.46,0.64,0.53,8.29,6.09
178,0.43,0.46,0.42,0.46,0.39,0.69,3.64,9.18
179,0.48,0.46,0.42,0.46,0.11,1.06,-1.52,15.9
180,0.49,0.46,0.42,0.46,0.02,1.1,-3.3,16.8
181,0.42,0.46,0.42,0.46,0.0,1.27,-3.62,19.84
182,0.5,0.46,0.42,0.46,0.0,1.16,-3.62,17.86
183,0.5,0.46,0.42,0.46,0.0,1.03,-3.62,15.49
184,0.42,0.46,0.42,0.45,0.0,0.86,-3.62,12.37
185,0.44,0.46,0.42,0.45,0.0,0.78,-3.62,10.83
186,0.43,0.46,0.42,0.45,0.0,0.87,-3.62,12.46
187,0.42,0.46,0.42,0.45,0.0,0.83,-3.62,11.72
188,0.48,0.46,0.42,0.45,0.0,1.01,-3.62,14.97
189,0.42,0.46,0.45,0.45,0.0,0.74,-3.62,10.11
190,0.45,0.46,0.45,0.45,0.0,0.76,-3.62,10.51
191,0.47,0.46,0.46,0.45,0.0,0.68,-3.62,9.02
192,0.46,0.46,0.45,0.45,0.0,0.51,-3.62,5.82
193,0.42,0.46,0.46,0.45,0.01,0.4,-3.47,3.76
194,0.44,0.46,0.46,0.45,0.0,0.24,-3.62,0.88
195,0.43,0.46,0.45,0.45,0.26,0.3,1.21,1.96
196,0.48,0.46,0.44,0.45,0.15,0.43,-0.8,4.26
197,0.42,0.46,0.44,0.45,0.48,0.3,5.21,1.93
198,0.43,0.46,0.46,0.45,0.45,0.48,4.77,5.3
199,0.44,0.46,0.45,0.45,0.5,0.36,5.59,3.07
200,0.5,0.46,0.42,0.45,0.54,0.6,6.31,7.43
201,0.5,0.46,0.42,0.45,0.08,0.71,-2.16,9.5
202,0.48,0.46,0.43,0.45,0.0,0.66,-3.62,8.59
203,0.51,0.46,0.44,0.45,0.0,0.79,-3.62,10.93
204,0.44,0.46,0.43,0.45,0.15,0.56,-0.86,6.79
205,0.48,0.46,0.42,0.45,0.0,0.83,-3.62,11.75
206,0.51,0.46,0.42,0.45,0.0,0.96,-3.62,14.05
207,0.5,0.46,0.42,0.45,0.0,1.06,-3.62,15.97
208,0.45,0.46,0.42,0.45,0.17,0.88,-0.53,12.65
209,0.48,0.46,0.42,0.45,0.16,0.77,-0.61,10.7
210,0.45,0.46,0.43,0.45,0.16,0.96,-0.66,14.13
211,0.42,0.46,0.42,0.45,0.11,1.12,-1.51,17.14
212,0.47,0.46,0.42,0.45,0.17,1.18,-0.56,18.24
213,0.47,0.46,0.42,0.45,0.0,1.22,-3.62,18.91
214,0.49,0.46,0.42,0.45,0.0,1.18,-3.62,18.16
215,0.5,0.46,0.42,0.45,0.2,0.88,0.05,12.73
216,0.49,0.46,0.43,0.45,0.12,0.76,-1.32,10.47
217,0.42,0.46,0.44,0.45,0.28,0.71,1.64,9.47
218,0.49,0.46,0.44,0.45,0.36,0.53,2.97,6.14
219,0.47,0.46,0.45,0.45,0.45,0.49,4.63,5.46
220,0.47,0.46,0.47,0.45,0.29,0.5,1.79,5.62
221,0.5,0.46,0.48,0.45,0.3,0.29,1.96,1.73
222,0.43,0.46,0.47,0.45,0.19,0.3,-0.05,1.98
223,0.49,0.46,0.45,0.45,0.16,0.3,-0.75,1.91
224,0.42,0.46,0.47,0.45,0.02,0.41,-3.16,3.91
225,0.45,0.46,0.48,0.45,0.0,0.64,-3.62,8.26
226,0.45,0.46,0.48,0.45,0.0,0.62,-3.62,7.88
227,0.43,0.46,0.48,0.45,0.0,0.88,-3.62,12.72
228,0.46,0.46,0.48,0.45,0.0,0.47,-3.62,5.11
229,0.44,0.46,0.48,0.45,0.0,0.54,-3.62,6.43
230,0.44,0.46,0.45,0.45,0.0,0.35,-3.62,2.77
231,0.47,0.46,0.45,0.45,0.0,0.46,-3.62,4.84
232,0.48,0.46,0.43,0.45,0.0,0.47,-3.62,4.99
233,0.45,0.46,0.42,0.45,0.0,0.35,-3.62,2.89
234,0.46,0.46,0.42,0.45,0.0,0.32,-3.62,2.36
235,0.47,0.46,0.42,0.45,0.0,0.51,-3.62,5.72
236,0.42,0.46,0.42,0.45,0.0,0.72,-3.62,9.74
237,0.45,0.46,0.42,0.45,0.0,0.76,-3.62,10.39
238,0.49,0.46,0.42,0.45,0.0,0.44,-3.62,4.52
239,0.45,0.46,0.42,0.45,0.0,0.55,-3.62,6.61
240,0.5,0.46,0.42,0.45,0.0,0.67,-3.62,8.77
241,0.42,0.46,0.42,0.45,0.0,0.5,-3.62,5.61
242,0.44,0.46,0.42,0.45,0.0,0.41,-3.62,3.92
243,0.47,0.46,0.42,0.45,0.11,0.36,-1.59,3.11
244,0.48,0.46,0.42,0.45,0.0,0.45,-3.62,4.72
245,0.5,0.46,0.43,0.45,0.0,0.56,-3.62,6.72
246,0.47,0.46,0.42,0.45,0.0,0.4,-3.62,3.81
247,0.48,0.46,0.42,0.45,0.01,0.39,-3.41,3.68
248,0.43,0.46,0.42,0.45,0.0,0.36,-3.62,3.02
249,0.44,0.46,0.43,0.45,0.0,0.32,-3.62,2.33
250,0.49,0.46,0.43,0.45,0.05,0.19,-2.64,-0.04
251,0.43,0.46,0.44,0.45,0.07,0.14,-2.37,-0.96
252,0.42,0.46,0.44,0.45,0.16,0.0,-0.61,-3.62
253,0.44,0.46,0.44,0.45,0.33,0.0,2.47,-3.62
254,0.49,0.46,0.44,0.45,0.46,0.06,4.91,-2.54
255,0.43,0.46,0.44,0.45,0.26,0.15,1.1,-0.8
256,0.51,0.46,0.44,0.45,0.33,0.38,2.49,3.41
257,0.42,0.46,0.42,0.45,0.22,0.56,0.38,6.74
258,0.49,0.46,0.42,0.45,0.23,0.66,0.58,8.54
259,0.45,0.46,0.43,0.45,0.14,0.5,-1.07,5.56
260,0.44,0.46,0.42,0.45,0.0,0.56,-3.62,6.78
261,0.42,0.46,0.42,0.45,0.0,0.61,-3.62,7.67
262,0.49,0.46,0.42,0.45,0.0,0.59,-3.62,7.32
263,0.5,0.46,0.42,0.45,0.0,0.48,-3.62,5.24
264,0.43,0.46,0.42,0.45,0.08,0.27,-2.18,1.44
265,0.49,0.46,0.42,0.45,0.22,0.29,0.4,1.72
266,0.42,0.46,0.42,0.45,0.22,0.29,0.44,1.66
267,0.45,0.46,0.42,0.45,0.21,0.25,0.24,1.0
268,0.43,0.46,0.42,0.45,0.35,0.28,2.93,1.63
269,0.44,0.46,0.42,0.45,0.38,0.17,3.33,-0.57
270,0.43,0.46,0.42,0.45,0.32,0.23,2.32,0.65
271,0.45,0.46,0.42,0.45,0.08,0.53,-2.06,6.24
272,0.45,0.46,0.42,0.45,0.09,0.64,-1.99,8.12
273,0.43,0.46,0.42,0.45,0.22,0.71,0.48,9.46
274,0.45,0.46,0.42,0.45,0.07,0.72,-2.3,9.65
275,0.44,0.46,0.42,0.45,0.24,0.78,0.87,10.84
276,0.43,0.46,0.42,0.45,0.25,0.68,0.94,8.97
277,0.49,0.46,0.42,0.45,0.06,0.83,-2.54,11.79
