t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,1.2,1.2,1.1,1.1,0.54,0.6,0.31,0.83
1,1.01,1.1,1.1,1.1,0.55,0.5,0.39,-0.01
2,1.07,1.09,1.15,1.12,0.58,0.53,0.64,0.25
3,1.2,1.12,1.22,1.14,0.61,0.6,0.9,0.77
4,1.16,1.13,1.2,1.15,0.6,0.58,0.81,0.63
5,1.03,1.11,1.18,1.16,0.59,0.5,0.72,0.02
6,1.15,1.12,1.22,1.17,0.62,0.57,0.92,0.55
7,1.05,1.11,1.16,1.17,0.59,0.52,0.68,0.14
8,1.2,1.12,1.2,1.17,0.6,0.6,0.79,0.79
9,1.18,1.13,1.18,1.17,0.59,0.59,0.7,0.7
10,0.97,1.11,1.23,1.18,0.61,0.46,0.9,-0.34
11,1.11,1.11,1.2,1.18,0.6,0.55,0.83,0.36
12,1.28,1.12,1.19,1.18,0.58,0.65,0.65,1.17
13,1.1,1.12,1.21,1.18,0.61,0.54,0.88,0.29
14,1.09,1.12,1.15,1.18,0.58,0.54,0.64,0.3
15,1.06,1.12,1.11,1.17,0.56,0.53,0.44,0.23
16,1.24,1.12,1.11,1.17,0.54,0.63,0.3,1.03
17,1.2,1.13,1.09,1.17,0.53,0.6,0.25,0.83
18,0.98,1.12,1.12,1.16,0.56,0.48,0.47,-0.12
19,0.96,1.11,1.07,1.16,0.54,0.48,0.28,-0.18
20,0.98,1.11,1.11,1.16,0.55,0.49,0.43,-0.11
21,1.02,1.1,1.09,1.15,0.54,0.51,0.35,0.05
22,0.97,1.1,1.06,1.15,0.53,0.48,0.24,-0.13
23,1.23,1.1,1.04,1.14,0.5,0.62,-0.01,0.96
24,1.25,1.11,1.03,1.14,0.49,0.63,-0.11,1.04
25,1.06,1.11,1.06,1.14,0.53,0.53,0.25,0.25
26,1.09,1.11,1.05,1.13,0.52,0.54,0.2,0.35
27,1.05,1.1,1.06,1.13,0.53,0.53,0.26,0.21
28,1.1,1.1,1.09,1.13,0.54,0.55,0.34,0.39
29,1.06,1.1,1.09,1.13,0.54,0.53,0.35,0.25
30,1.21,1.11,1.12,1.13,0.55,0.61,0.4,0.88
31,1.25,1.11,1.12,1.13,0.54,0.63,0.34,1.08
