t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,1.99,1.99,1.71,1.71,0.2,0.43,-0.24,1.84
1,1.41,1.7,1.81,1.76,0.31,0.12,0.8,-0.86
2,1.49,1.63,1.77,1.76,0.34,0.17,0.98,-0.46
3,1.57,1.61,1.73,1.75,0.33,0.22,0.97,0.01
4,1.75,1.64,1.71,1.75,0.29,0.33,0.63,0.92
5,1.73,1.66,1.73,1.74,0.31,0.31,0.78,0.78
6,1.47,1.63,1.69,1.74,0.3,0.18,0.72,-0.33
7,1.41,1.6,1.63,1.72,0.27,0.17,0.41,-0.45
8,1.93,1.64,1.65,1.71,0.19,0.41,-0.28,1.67
9,1.75,1.65,1.63,1.71,0.25,0.34,0.24,1.03
10,1.99,1.68,1.63,1.7,0.16,0.43,-0.56,1.81
11,1.61,1.67,1.69,1.7,0.31,0.26,0.8,0.31
12,1.41,1.65,1.67,1.7,0.28,0.16,0.51,-0.53
13,1.87,1.67,1.73,1.7,0.26,0.38,0.32,1.39
14,1.59,1.66,1.81,1.71,0.37,0.21,1.26,-0.14
15,1.63,1.66,1.79,1.71,0.36,0.24,1.19,0.12
16,1.79,1.67,1.75,1.71,0.3,0.34,0.7,1.0
17,1.79,1.68,1.87,1.72,0.37,0.29,1.25,0.61
18,1.83,1.68,1.77,1.72,0.3,0.35,0.66,1.13
19,1.47,1.67,1.79,1.73,0.33,0.16,0.98,-0.59
20,1.93,1.69,1.79,1.73,0.26,0.4,0.36,1.5
21,1.57,1.68,1.85,1.74,0.38,0.18,1.36,-0.35
22,1.95,1.69,1.89,1.74,0.31,0.37,0.73,1.25
23,1.85,1.7,1.83,1.75,0.32,0.34,0.87,1.04
24,1.49,1.69,1.77,1.75,0.34,0.17,0.98,-0.46
25,1.75,1.69,1.71,1.75,0.29,0.33,0.63,0.92
26,1.51,1.69,1.73,1.75,0.33,0.19,0.91,-0.26
27,1.61,1.68,1.73,1.74,0.33,0.25,0.96,0.2
28,1.47,1.67,1.71,1.74,0.31,0.18,0.77,-0.38
29,1.41,1.67,1.67,1.74,0.28,0.16,0.51,-0.53
30,1.89,1.67,1.75,1.74,0.26,0.39,0.33,1.44
31,1.83,1.68,1.71,1.74,0.27,0.37,0.37,1.27
32,1.97,1.69,1.65,1.74,0.18,0.43,-0.42,1.78
33,1.79,1.69,1.67,1.74,0.26,0.36,0.31,1.16
34,1.51,1.68,1.71,1.73,0.32,0.2,0.85,-0.21
35,1.63,1.68,1.77,1.74,0.35,0.24,1.11,0.18
36,1.85,1.69,1.79,1.74,0.3,0.36,0.68,1.17
37,1.63,1.69,1.77,1.74,0.35,0.24,1.11,0.18
38,1.43,1.68,1.67,1.74,0.29,0.17,0.57,-0.45
39,1.97,1.69,1.71,1.74,0.2,0.43,-0.16,1.78
40,1.53,1.68,1.79,1.74,0.35,0.18,1.12,-0.34
41,1.77,1.69,1.77,1.74,0.32,0.32,0.86,0.86
42,1.81,1.69,1.89,1.74,0.37,0.29,1.28,0.62
43,1.99,1.69,1.89,1.74,0.29,0.39,0.55,1.42
44,1.49,1.69,1.81,1.75,0.35,0.16,1.08,-0.57
45,1.91,1.7,1.73,1.75,0.24,0.4,0.16,1.55
46,1.81,1.7,1.77,1.75,0.31,0.34,0.73,1.04
47,1.81,1.7,1.69,1.75,0.26,0.36,0.34,1.21
48,1.97,1.71,1.65,1.74,0.18,0.43,-0.42,1.78
49,1.89,1.71,1.79,1.74,0.28,0.38,0.53,1.34
50,1.97,1.71,1.87,1.75,0.29,0.38,0.55,1.41
