t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,1.1,1.1,1.02,1.02,0.33,0.71,-1.33,1.67
1,1.27,1.18,0.98,1.0,0.48,0.61,-0.15,0.88
2,1.28,1.21,1.13,1.04,0.37,0.8,-1.05,2.44
3,1.21,1.21,1.11,1.06,0.21,0.92,-2.34,3.34
4,1.1,1.19,1.18,1.08,0.42,0.72,-0.6,1.76
5,1.07,1.17,1.18,1.1,0.66,0.45,1.29,-0.38
6,1.23,1.18,1.0,1.08,0.3,0.75,-1.57,2.0
7,1.06,1.16,0.97,1.07,0.28,0.71,-1.72,1.7
8,1.14,1.16,1.29,1.09,0.38,0.86,-0.94,2.85
9,1.27,1.17,1.03,1.09,0.3,0.79,-1.61,2.29
10,1.22,1.18,0.97,1.08,0.18,0.83,-2.57,2.65
11,1.07,1.17,1.25,1.09,0.1,1.13,-3.17,5.06
12,1.25,1.17,1.22,1.1,0.0,1.22,-4.0,5.76
13,1.2,1.18,1.29,1.12,0.0,1.29,-4.0,6.3
14,1.0,1.16,1.04,1.11,0.0,1.04,-4.0,4.33
15,1.13,1.16,1.07,1.11,0.3,0.79,-1.57,2.29
16,1.22,1.17,1.21,1.11,0.5,0.71,0.02,1.69
17,1.03,1.16,1.09,1.11,0.69,0.35,1.55,-1.17
18,1.23,1.16,1.13,1.11,0.88,0.32,3.03,-1.41
19,1.21,1.16,1.22,1.12,0.71,0.5,1.71,-0.0
20,1.03,1.16,1.07,1.12,0.88,0.16,3.05,-2.76
21,1.14,1.16,1.18,1.12,0.66,0.49,1.3,-0.05
22,1.29,1.16,1.0,1.11,0.79,0.38,2.33,-0.93
23,1.27,1.17,1.11,1.11,1.04,0.2,4.34,-2.44
24,1.29,1.17,1.16,1.12,1.29,0.0,6.3,-4.0
25,0.97,1.16,1.0,1.11,0.97,0.0,3.79,-4.0
26,1.2,1.17,1.18,1.11,1.2,0.0,5.58,-4.0
27,1.11,1.16,1.16,1.12,1.11,0.0,4.87,-4.0
28,1.25,1.17,1.27,1.12,1.25,0.0,6.03,-4.0
29,0.98,1.16,1.12,1.12,0.98,0.0,3.88,-4.0
30,0.96,1.15,1.1,1.12,0.96,0.0,3.7,-4.0
31,0.97,1.15,1.01,1.12,0.97,0.0,3.79,-4.0
32,1.01,1.14,1.13,1.12,1.01,0.0,4.06,-4.0
33,1.0,1.14,1.27,1.12,1.0,0.0,3.97,-4.0
34,1.24,1.14,1.19,1.12,1.07,0.17,4.53,-2.65
35,1.05,1.14,1.02,1.12,0.71,0.33,1.69,-1.36
36,1.06,1.14,1.28,1.12,0.71,0.43,1.66,-0.58
37,1.16,1.14,1.21,1.13,0.78,0.4,2.22,-0.79
38,0.96,1.13,1.25,1.13,0.77,0.25,2.18,-2.02
39,1.24,1.14,1.24,1.13,0.67,0.57,1.36,0.58
40,0.98,1.13,1.25,1.14,0.77,0.28,2.13,-1.77
41,1.07,1.13,1.1,1.13,0.77,0.31,2.17,-1.53
42,1.05,1.13,1.12,1.13,1.05,0.0,4.42,-4.0
43,1.09,1.13,1.24,1.14,1.09,0.0,4.69,-4.0
44,1.12,1.13,1.12,1.14,1.12,0.0,4.96,-4.0
45,1.28,1.13,0.98,1.13,1.28,0.0,6.21,-4.0
46,1.25,1.13,1.21,1.13,1.25,0.0,6.03,-4.0
47,1.01,1.13,1.19,1.14,1.01,0.0,4.06,-4.0
48,1.05,1.13,1.24,1.14,1.05,0.0,4.42,-4.0
49,1.24,1.13,1.15,1.14,1.24,0.0,5.94,-4.0
50,1.12,1.13,1.09,1.14,1.12,0.0,4.96,-4.0
51,1.23,1.13,1.18,1.14,1.0,0.22,3.99,-2.22
52,1.11,1.13,0.98,1.14,0.89,0.2,3.11,-2.44
53,1.13,1.13,1.05,1.13,1.09,0.04,4.72,-3.7
54,1.04,1.13,1.16,1.13,0.9,0.16,3.17,-2.71
55,1.25,1.13,1.13,1.13,0.67,0.53,1.33,0.24
56,1.0,1.13,1.18,1.13,0.47,0.62,-0.25,0.97
57,1.05,1.13,1.11,1.13,0.26,0.84,-1.95,2.71
58,1.25,1.13,1.12,1.13,0.05,1.08,-3.62,4.62
59,1.18,1.13,1.18,1.13,0.28,0.9,-1.78,3.19
60,1.12,1.13,1.23,1.14,0.0,1.23,-4.0,5.85
61,1.0,1.13,1.29,1.14,0.0,1.29,-4.0,6.3
62,1.05,1.13,1.14,1.14,0.0,1.14,-4.0,5.13
63,1.12,1.13,1.24,1.14,0.35,0.85,-1.19,2.83
64,1.27,1.13,1.04,1.14,0.57,0.58,0.52,0.61
65,1.21,1.13,1.16,1.14,0.55,0.63,0.41,1.06
66,1.09,1.13,1.09,1.14,0.65,0.43,1.23,-0.54
67,1.19,1.13,1.02,1.14,1.06,0.11,4.5,-3.14
68,1.23,1.13,1.25,1.14,1.23,0.0,5.85,-4.0
69,1.15,1.13,1.05,1.14,1.15,0.0,5.22,-4.0
70,1.29,1.14,1.15,1.14,1.02,0.24,4.2,-2.12
71,1.23,1.14,1.11,1.14,1.08,0.14,4.61,-2.88
