t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,1.99,1.99,1.75,1.75,0.2,0.45,-5.79,3.73
1,1.57,1.78,1.55,1.65,0.24,0.27,-4.35,-2.97
2,1.53,1.7,1.47,1.59,0.23,0.22,-4.41,-4.8
3,1.69,1.69,1.77,1.63,0.35,0.28,-0.02,-2.54
4,1.83,1.72,1.87,1.68,0.46,0.24,4.21,-4.2
5,1.61,1.7,1.63,1.67,0.39,0.19,1.49,-6.16
6,1.73,1.71,1.53,1.65,0.22,0.35,-5.11,-0.05
7,1.65,1.7,1.53,1.64,0.34,0.23,-0.51,-4.45
8,1.65,1.69,1.89,1.66,0.52,0.13,6.32,-8.26
9,1.87,1.71,1.61,1.66,0.38,0.3,1.17,-1.72
10,1.97,1.73,1.83,1.67,0.44,0.34,3.39,-0.43
11,1.75,1.74,1.77,1.68,0.51,0.18,6.22,-6.53
12,1.81,1.74,1.79,1.69,0.53,0.2,6.86,-5.82
13,1.79,1.75,1.75,1.69,0.5,0.21,5.58,-5.37
14,1.91,1.76,1.75,1.7,0.45,0.28,3.76,-2.53
15,1.85,1.76,1.43,1.68,0.33,0.24,-0.65,-4.21
16,1.55,1.75,1.79,1.69,0.47,0.08,4.66,-10.32
17,1.99,1.76,1.93,1.7,0.6,0.26,9.36,-3.39
18,1.41,1.74,1.71,1.7,0.34,0.09,-0.26,-9.82
19,1.73,1.74,1.83,1.71,0.53,0.17,7.02,-6.79
20,1.53,1.73,1.97,1.72,0.47,0.07,4.39,-10.5
21,1.87,1.74,1.75,1.72,0.42,0.3,2.66,-1.81
22,1.69,1.74,1.85,1.73,0.53,0.14,6.97,-7.9
23,1.61,1.73,1.57,1.72,0.36,0.2,0.24,-5.53
24,1.97,1.74,1.73,1.72,0.37,0.36,0.73,0.39
25,1.41,1.73,1.61,1.72,0.27,0.17,-2.94,-6.85
26,1.89,1.73,1.79,1.72,0.36,0.36,0.3,0.23
27,1.55,1.73,1.97,1.73,0.44,0.12,3.44,-8.71
28,1.75,1.73,1.43,1.72,0.29,0.24,-2.32,-4.29
29,1.67,1.73,1.65,1.72,0.37,0.25,0.88,-3.84
30,1.59,1.72,1.59,1.71,0.35,0.21,0.05,-5.18
31,1.51,1.72,1.55,1.71,0.28,0.23,-2.82,-4.75
32,1.63,1.71,1.47,1.7,0.23,0.27,-4.53,-2.92
33,1.51,1.71,1.95,1.71,0.39,0.13,1.58,-8.57
34,1.45,1.7,1.75,1.71,0.31,0.18,-1.63,-6.49
35,1.47,1.69,1.97,1.72,0.4,0.09,1.73,-10.04
36,1.97,1.7,1.69,1.71,0.18,0.48,-6.34,4.96
37,1.69,1.7,1.93,1.72,0.48,0.21,4.86,-5.49
38,1.43,1.69,1.57,1.72,0.29,0.17,-2.42,-6.88
39,1.73,1.69,1.69,1.72,0.39,0.27,1.45,-3.08
40,1.97,1.7,1.73,1.72,0.33,0.38,-0.87,1.28
41,1.81,1.7,1.75,1.72,0.36,0.31,0.27,-1.61
42,1.85,1.71,1.69,1.72,0.24,0.36,-4.09,0.45
43,1.57,1.7,1.81,1.72,0.36,0.18,0.28,-6.55
44,1.79,1.71,1.91,1.72,0.4,0.24,1.88,-4.18
45,1.85,1.71,1.89,1.73,0.38,0.27,1.12,-2.96
46,1.47,1.7,1.77,1.73,0.35,0.13,-0.17,-8.41
47,1.79,1.71,1.81,1.73,0.47,0.17,4.56,-7.04
48,1.51,1.7,1.57,1.73,0.36,0.11,0.37,-9.31
49,1.87,1.7,1.57,1.72,0.37,0.22,0.64,-4.85
50,1.45,1.7,1.45,1.72,0.28,0.13,-2.55,-8.57
51,1.73,1.7,1.77,1.72,0.31,0.26,-1.64,-3.51
52,1.41,1.69,1.57,1.72,0.22,0.2,-5.11,-5.56
53,1.87,1.7,1.49,1.71,0.18,0.32,-6.66,-1.18
54,1.77,1.7,1.73,1.71,0.27,0.34,-2.88,-0.22
55,1.95,1.7,1.95,1.72,0.29,0.4,-2.33,1.92
56,1.77,1.7,1.53,1.71,0.21,0.32,-5.2,-1.32
57,1.63,1.7,1.85,1.71,0.37,0.17,0.63,-7.03
58,1.61,1.7,1.93,1.72,0.35,0.14,0.18,-7.86
59,1.47,1.7,1.79,1.72,0.35,0.1,0.03,-9.49
60,1.49,1.69,1.61,1.72,0.23,0.24,-4.58,-4.22
61,1.45,1.69,1.81,1.72,0.26,0.18,-3.46,-6.42
62,1.89,1.69,1.73,1.72,0.21,0.33,-5.47,-0.88
63,1.89,1.7,1.69,1.72,0.16,0.39,-7.12,1.39
64,1.79,1.7,1.41,1.71,0.07,0.33,-10.48,-0.81
65,1.81,1.7,1.59,1.71,0.11,0.41,-9.01,2.44
66,1.91,1.7,1.49,1.71,0.11,0.38,-9.27,1.07
67,1.53,1.7,1.73,1.71,0.38,0.13,1.29,-8.52
68,1.57,1.7,1.75,1.71,0.43,0.1,3.16,-9.66
69,1.63,1.7,1.99,1.71,0.49,0.08,5.33,-10.29
70,1.55,1.7,1.45,1.71,0.36,0.11,0.57,-9.27
71,1.75,1.7,1.59,1.71,0.39,0.16,1.46,-7.28
72,1.75,1.7,1.89,1.71,0.43,0.13,3.11,-8.24
73,1.77,1.7,1.93,1.71,0.37,0.13,0.85,-8.31
74,1.43,1.69,1.83,1.72,0.32,0.1,-1.32,-9.71
75,1.83,1.7,1.87,1.72,0.3,0.27,-2.0,-3.07
76,1.83,1.7,1.69,1.72,0.12,0.41,-8.88,2.25
77,1.79,1.7,1.93,1.72,0.25,0.28,-3.72,-2.71
78,1.65,1.7,1.63,1.72,0.17,0.35,-6.8,0.08
79,1.67,1.7,1.89,1.72,0.2,0.4,-5.57,1.76
80,1.77,1.7,1.49,1.72,0.09,0.39,-10.06,1.68
81,1.97,1.7,1.63,1.72,0.08,0.5,-10.25,5.84
82,1.53,1.7,1.45,1.71,0.16,0.28,-7.07,-2.65
83,1.87,1.7,1.45,1.71,0.1,0.36,-9.54,0.46
84,1.91,1.7,1.43,1.71,0.15,0.31,-7.47,-1.65
85,1.65,1.7,1.95,1.71,0.44,0.15,3.6,-7.8
86,1.93,1.71,1.95,1.71,0.52,0.18,6.51,-6.52
87,1.59,1.71,1.43,1.71,0.34,0.15,-0.51,-7.51
88,1.49,1.7,1.53,1.71,0.35,0.12,0.02,-8.82
89,1.73,1.7,1.41,1.7,0.21,0.25,-5.39,-3.78
90,1.77,1.7,1.81,1.71,0.42,0.23,2.55,-4.61
91,1.57,1.7,1.95,1.71,0.46,0.1,4.02,-9.66
92,1.41,1.7,1.57,1.71,0.21,0.25,-5.43,-3.75
93,1.91,1.7,1.91,1.71,0.24,0.46,-4.18,4.33
94,1.63,1.7,1.99,1.71,0.41,0.18,2.35,-6.55
95,1.65,1.7,1.65,1.71,0.31,0.27,-1.54,-3.23
96,1.87,1.7,1.65,1.71,0.3,0.33,-1.84,-0.94
97,1.73,1.7,1.61,1.71,0.26,0.31,-3.39,-1.35
98,1.91,1.7,1.63,1.71,0.17,0.41,-6.74,2.37
99,1.95,1.71,1.87,1.71,0.39,0.3,1.5,-1.89
100,1.79,1.71,1.41,1.71,0.19,0.28,-6.21,-2.73
101,1.79,1.71,1.67,1.71,0.35,0.28,0.06,-2.54
102,1.99,1.71,1.93,1.71,0.49,0.24,5.51,-4.1
103,1.97,1.71,1.41,1.71,0.11,0.32,-9.1,-1.02
104,1.87,1.72,1.91,1.71,0.41,0.27,2.31,-2.89
105,1.91,1.72,1.85,1.71,0.25,0.45,-3.81,3.97
106,1.61,1.72,1.53,1.71,0.12,0.39,-8.68,1.52
107,1.75,1.72,1.67,1.71,0.1,0.53,-9.53,6.92
108,1.65,1.72,1.79,1.71,0.22,0.44,-4.78,3.25
109,1.45,1.71,1.95,1.71,0.3,0.23,-2.07,-4.48
110,1.55,1.71,1.41,1.71,0.07,0.34,-10.74,-0.35
111,1.41,1.71,1.83,1.71,0.24,0.27,-4.06,-3.11
