t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,1.47,1.47,1.73,1.73,0.32,0.17,0.83,-0.43
1,1.73,1.6,1.91,1.82,0.4,0.24,1.55,0.16
2,1.45,1.55,1.99,1.88,0.37,0.09,1.24,-1.15
3,1.97,1.65,1.55,1.8,0.13,0.41,-0.8,1.6
4,1.79,1.68,1.97,1.83,0.41,0.24,1.66,0.19
5,1.57,1.66,1.87,1.84,0.38,0.18,1.41,-0.42
6,1.99,1.71,1.41,1.78,0.08,0.34,-1.25,1.03
7,1.51,1.68,1.75,1.77,0.33,0.19,0.97,-0.32
8,1.99,1.72,1.49,1.74,0.1,0.39,-1.04,1.42
9,1.45,1.69,1.87,1.75,0.35,0.12,1.07,-0.87
10,1.67,1.69,1.97,1.77,0.43,0.18,1.79,-0.34
11,1.45,1.67,1.93,1.79,0.36,0.11,1.16,-1.02
12,1.53,1.66,1.63,1.77,0.29,0.23,0.58,0.07
13,1.69,1.66,1.85,1.78,0.38,0.25,1.37,0.2
14,1.41,1.64,1.41,1.76,0.19,0.19,-0.26,-0.26
15,1.95,1.66,1.61,1.75,0.16,0.42,-0.51,1.69
16,1.75,1.67,1.83,1.75,0.36,0.29,1.18,0.56
17,1.95,1.68,1.73,1.75,0.22,0.42,0.0,1.69
18,1.97,1.7,1.65,1.74,0.18,0.43,-0.42,1.78
19,1.85,1.71,1.65,1.74,0.22,0.38,0.01,1.4
20,1.89,1.71,1.49,1.73,0.13,0.37,-0.79,1.26
21,1.63,1.71,1.69,1.73,0.31,0.27,0.78,0.4
22,1.75,1.71,1.65,1.72,0.26,0.34,0.34,1.01
23,1.65,1.71,1.65,1.72,0.29,0.29,0.57,0.57
24,1.95,1.72,1.83,1.72,0.28,0.39,0.46,1.47
25,1.55,1.71,1.87,1.73,0.38,0.17,1.38,-0.5
26,1.63,1.71,1.73,1.73,0.33,0.26,0.95,0.3
27,1.43,1.7,1.99,1.74,0.35,0.09,1.14,-1.2
28,1.71,1.7,1.99,1.75,0.43,0.2,1.84,-0.24
29,1.41,1.69,1.43,1.74,0.2,0.19,-0.19,-0.25
30,1.55,1.69,1.95,1.74,0.4,0.14,1.56,-0.74
31,1.71,1.69,1.99,1.75,0.43,0.2,1.84,-0.24
32,1.65,1.69,1.75,1.75,0.34,0.26,1.01,0.34
33,1.55,1.68,1.61,1.75,0.28,0.24,0.51,0.19
34,1.73,1.68,1.45,1.74,0.16,0.31,-0.52,0.77
35,1.95,1.69,1.55,1.73,0.14,0.4,-0.74,1.56
36,1.73,1.69,1.91,1.74,0.4,0.24,1.55,0.16
37,1.69,1.69,1.59,1.73,0.25,0.32,0.21,0.81
38,1.61,1.69,1.51,1.73,0.22,0.28,0.01,0.5
39,1.67,1.69,1.63,1.73,0.27,0.3,0.44,0.69
40,1.41,1.68,1.99,1.73,0.34,0.08,1.03,-1.25
41,1.43,1.68,1.79,1.73,0.32,0.14,0.84,-0.74
42,1.97,1.68,1.79,1.74,0.24,0.41,0.19,1.66
43,1.83,1.69,1.45,1.73,0.13,0.34,-0.77,0.99
44,1.47,1.68,1.49,1.72,0.23,0.22,0.05,-0.03
45,1.81,1.68,1.49,1.72,0.16,0.35,-0.57,1.08
46,1.87,1.69,1.73,1.72,0.26,0.38,0.32,1.39
47,1.81,1.69,1.57,1.72,0.2,0.36,-0.23,1.24
48,1.79,1.69,1.75,1.72,0.3,0.34,0.7,1.0
49,1.77,1.69,1.49,1.71,0.17,0.34,-0.46,0.98
50,1.49,1.69,1.71,1.71,0.32,0.19,0.81,-0.3
51,1.99,1.7,1.57,1.71,0.13,0.42,-0.78,1.7
52,1.65,1.69,1.95,1.71,0.42,0.18,1.73,-0.35
53,1.95,1.7,1.89,1.72,0.31,0.37,0.73,1.25
54,1.43,1.69,1.55,1.71,0.25,0.2,0.22,-0.23
55,1.43,1.69,1.65,1.71,0.28,0.18,0.51,-0.41
56,1.93,1.69,1.83,1.71,0.29,0.38,0.55,1.39
57,1.97,1.7,1.63,1.71,0.17,0.42,-0.5,1.76
58,1.97,1.7,1.95,1.72,0.33,0.35,0.9,1.08
59,1.99,1.71,1.63,1.72,0.16,0.43,-0.56,1.81
60,1.43,1.7,1.89,1.72,0.34,0.11,1.01,-0.99
61,1.87,1.71,1.91,1.72,0.36,0.32,1.16,0.82
62,1.69,1.71,1.43,1.72,0.17,0.29,-0.5,0.62
63,1.69,1.71,1.81,1.72,0.36,0.26,1.21,0.34
64,1.85,1.71,1.77,1.72,0.29,0.36,0.59,1.22
65,1.99,1.71,1.43,1.71,0.09,0.35,-1.2,1.14
66,1.79,1.71,1.71,1.71,0.28,0.35,0.5,1.1
67,1.75,1.71,1.43,1.71,0.15,0.31,-0.64,0.76
68,1.91,1.72,1.57,1.71,0.16,0.4,-0.54,1.52
