Model,Firm 1 Avg. Prices,Theo. Prices,Firm 2 Avg. Prices,Theo. Prices ,Firm 1 Extra-profits Δ,Firm 2 Extra-profits Δ,Firm 1 RPDI,Firm 2 RPDI
LOGIT,1.58,1.54,1.57,1.54,0.12,0.18,0.11,0.09
HOTELLING,1.06,1.0,1.06,1.0,0.22,0.26,0.24,0.25
LINEAR,0.43,0.43,0.43,0.43,0.04,0.01,0.04,0.05
