Model,Firm 1 Avg. Prices,Theo. Prices,Firm 2 Avg. Prices,Theo. Prices ,Firm 1 Extra-profits Δ,Firm 2 Extra-profits Δ,Firm 1 RPDI,Firm 2 RPDI
LOGIT,1.83,1.54,1.81,1.54,0.36,0.45,0.71,0.67
HOTELLING,1.13,1.0,1.13,1.0,0.45,0.42,0.53,0.52
LINEAR,0.47,0.43,0.47,0.43,0.03,0.03,0.57,0.52
