t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,0.44,0.44,0.46,0.46,0.2,0.2,0.07,0.0
1,0.43,0.44,0.48,0.47,0.2,0.19,0.1,-0.04
2,0.45,0.44,0.48,0.47,0.2,0.2,0.1,-0.0
3,0.45,0.44,0.49,0.48,0.2,0.2,0.12,-0.01
4,0.47,0.45,0.5,0.48,0.2,0.2,0.13,0.0
5,0.44,0.45,0.49,0.48,0.2,0.19,0.14,-0.05
6,0.45,0.45,0.47,0.48,0.2,0.2,0.08,0.02
7,0.47,0.45,0.47,0.48,0.2,0.2,0.05,0.07
8,0.48,0.45,0.46,0.48,0.2,0.2,0.02,0.09
9,0.48,0.46,0.48,0.48,0.2,0.2,0.07,0.07
10,0.48,0.46,0.48,0.48,0.2,0.2,0.07,0.07
11,0.47,0.46,0.5,0.48,0.2,0.2,0.14,-0.0
12,0.48,0.46,0.49,0.48,0.2,0.2,0.1,0.04
13,0.47,0.46,0.47,0.48,0.2,0.2,0.07,0.06
14,0.48,0.46,0.47,0.48,0.2,0.2,0.06,0.07
15,0.49,0.46,0.47,0.48,0.2,0.2,0.03,0.1
16,0.49,0.46,0.48,0.48,0.2,0.2,0.05,0.09
17,0.47,0.46,0.49,0.48,0.2,0.2,0.1,0.03
18,0.46,0.46,0.48,0.48,0.2,0.2,0.09,0.02
19,0.47,0.46,0.48,0.48,0.2,0.2,0.08,0.04
20,0.48,0.47,0.48,0.48,0.2,0.2,0.08,0.06
21,0.47,0.47,0.47,0.48,0.2,0.2,0.05,0.07
22,0.47,0.47,0.46,0.48,0.2,0.2,0.03,0.08
23,0.49,0.47,0.46,0.48,0.2,0.2,0.0,0.12
24,0.48,0.47,0.46,0.48,0.2,0.2,0.04,0.08
25,0.49,0.47,0.46,0.47,0.2,0.2,0.0,0.11
26,0.47,0.47,0.45,0.47,0.2,0.2,0.02,0.08
27,0.47,0.47,0.45,0.47,0.2,0.2,0.02,0.08
28,0.45,0.47,0.46,0.47,0.2,0.2,0.06,0.03
29,0.46,0.47,0.45,0.47,0.2,0.2,0.03,0.07
30,0.47,0.47,0.45,0.47,0.2,0.2,0.03,0.07
31,0.46,0.47,0.45,0.47,0.2,0.2,0.02,0.07
32,0.45,0.47,0.43,0.47,0.2,0.2,-0.01,0.04
33,0.45,0.47,0.43,0.47,0.2,0.2,-0.0,0.05
34,0.44,0.47,0.43,0.47,0.2,0.2,-0.01,0.03
35,0.43,0.46,0.43,0.47,0.2,0.2,0.0,0.01
36,0.43,0.46,0.43,0.46,0.2,0.2,0.01,-0.0
37,0.44,0.46,0.44,0.46,0.2,0.2,0.03,0.03
38,0.44,0.46,0.44,0.46,0.2,0.2,0.02,0.02
39,0.43,0.46,0.44,0.46,0.2,0.2,0.02,0.0
40,0.45,0.46,0.45,0.46,0.2,0.2,0.05,0.03
41,0.44,0.46,0.47,0.46,0.2,0.2,0.09,-0.0
42,0.46,0.46,0.47,0.46,0.2,0.2,0.07,0.04
43,0.45,0.46,0.46,0.46,0.2,0.2,0.06,0.04
44,0.44,0.46,0.47,0.46,0.2,0.2,0.08,0.01
45,0.44,0.46,0.46,0.46,0.2,0.2,0.07,0.0
46,0.44,0.46,0.47,0.46,0.2,0.2,0.08,0.0
47,0.44,0.46,0.48,0.46,0.2,0.2,0.1,-0.02
48,0.44,0.46,0.47,0.46,0.2,0.2,0.09,-0.01
49,0.45,0.46,0.47,0.46,0.2,0.2,0.08,0.01
50,0.46,0.46,0.46,0.46,0.2,0.2,0.05,0.04
51,0.46,0.46,0.45,0.46,0.2,0.2,0.04,0.06
52,0.45,0.46,0.47,0.46,0.2,0.2,0.08,0.01
