t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,1.1,1.1,1.11,1.11,0.55,0.55,0.44,0.38
1,1.13,1.11,1.11,1.11,0.55,0.57,0.42,0.53
2,1.12,1.12,1.1,1.1,0.55,0.56,0.38,0.49
3,1.13,1.12,1.11,1.11,0.55,0.57,0.42,0.53
4,1.11,1.12,1.07,1.1,0.54,0.56,0.28,0.44
5,1.12,1.12,1.06,1.09,0.53,0.56,0.23,0.49
6,1.13,1.12,1.04,1.09,0.51,0.57,0.12,0.54
7,1.07,1.11,1.0,1.07,0.5,0.54,-0.04,0.3
8,1.11,1.11,1.05,1.07,0.52,0.56,0.18,0.44
9,1.11,1.11,1.02,1.07,0.5,0.55,0.04,0.44
10,1.15,1.12,1.02,1.06,0.5,0.58,-0.01,0.62
11,1.15,1.12,1.0,1.06,0.49,0.58,-0.11,0.61
12,1.15,1.12,1.04,1.06,0.51,0.58,0.1,0.63
13,1.19,1.13,1.02,1.05,0.49,0.59,-0.05,0.76
14,1.22,1.13,1.01,1.05,0.48,0.61,-0.16,0.89
15,1.21,1.14,1.04,1.05,0.5,0.61,0.02,0.86
16,1.19,1.14,1.05,1.05,0.51,0.6,0.11,0.77
17,1.15,1.14,1.1,1.05,0.54,0.58,0.35,0.63
18,1.15,1.14,1.14,1.06,0.57,0.58,0.56,0.62
19,1.12,1.14,1.12,1.06,0.56,0.56,0.48,0.48
20,1.12,1.14,1.12,1.06,0.56,0.56,0.48,0.48
21,1.1,1.14,1.15,1.07,0.58,0.54,0.63,0.35
22,1.14,1.14,1.15,1.07,0.58,0.57,0.62,0.56
23,1.14,1.14,1.14,1.07,0.57,0.57,0.57,0.57
24,1.1,1.14,1.13,1.08,0.57,0.55,0.54,0.37
25,1.12,1.14,1.14,1.08,0.57,0.56,0.58,0.46
26,1.16,1.14,1.11,1.08,0.55,0.59,0.4,0.68
27,1.15,1.14,1.13,1.08,0.56,0.58,0.51,0.62
28,1.16,1.14,1.13,1.08,0.56,0.58,0.5,0.67
29,1.18,1.14,1.1,1.08,0.54,0.59,0.33,0.73
30,1.22,1.14,1.12,1.08,0.55,0.62,0.39,0.93
31,1.23,1.14,1.15,1.09,0.57,0.62,0.54,0.97
32,1.24,1.15,1.13,1.09,0.55,0.63,0.41,1.03
33,1.28,1.15,1.14,1.09,0.55,0.65,0.42,1.18
34,1.22,1.15,1.13,1.09,0.56,0.62,0.44,0.93
35,1.21,1.16,1.13,1.09,0.56,0.61,0.46,0.88
36,1.21,1.16,1.13,1.09,0.56,0.61,0.46,0.88
37,1.18,1.16,1.11,1.09,0.55,0.59,0.39,0.73
38,1.19,1.16,1.07,1.09,0.53,0.6,0.21,0.78
39,1.21,1.16,1.1,1.09,0.54,0.61,0.29,0.88
40,1.22,1.16,1.13,1.09,0.56,0.62,0.44,0.93
41,1.2,1.16,1.12,1.09,0.55,0.6,0.42,0.83
42,1.22,1.16,1.12,1.1,0.55,0.62,0.39,0.93
43,1.24,1.16,1.13,1.1,0.55,0.63,0.41,1.03
44,1.13,1.16,1.14,1.1,0.57,0.56,0.57,0.52
45,1.12,1.16,1.13,1.1,0.57,0.56,0.53,0.47
46,1.12,1.16,1.15,1.1,0.58,0.56,0.63,0.46
47,1.1,1.16,1.13,1.1,0.57,0.55,0.54,0.37
48,1.12,1.16,1.04,1.1,0.52,0.56,0.13,0.49
49,1.09,1.16,1.09,1.1,0.54,0.54,0.34,0.34
50,1.06,1.16,1.1,1.1,0.55,0.53,0.4,0.24
51,1.13,1.16,1.11,1.1,0.55,0.57,0.42,0.53
52,1.16,1.16,1.12,1.1,0.56,0.58,0.45,0.68
53,1.19,1.16,1.16,1.1,0.58,0.6,0.64,0.76
54,1.19,1.16,1.1,1.1,0.54,0.6,0.32,0.78
55,1.18,1.16,1.09,1.1,0.54,0.59,0.28,0.73
56,1.2,1.16,1.14,1.1,0.57,0.6,0.52,0.82
57,1.15,1.16,1.14,1.1,0.57,0.58,0.56,0.62
58,1.1,1.16,1.12,1.1,0.56,0.55,0.49,0.38
59,1.07,1.16,1.05,1.1,0.53,0.54,0.2,0.3
60,1.06,1.15,1.13,1.1,0.57,0.53,0.54,0.22
61,1.07,1.15,1.14,1.1,0.57,0.53,0.59,0.26
62,1.07,1.15,1.12,1.1,0.56,0.53,0.49,0.28
63,1.12,1.15,1.13,1.1,0.57,0.56,0.53,0.47
64,1.16,1.15,1.12,1.1,0.56,0.58,0.45,0.68
65,1.18,1.15,1.15,1.1,0.57,0.59,0.6,0.72
66,1.18,1.15,1.16,1.1,0.58,0.59,0.65,0.71
67,1.22,1.15,1.15,1.11,0.57,0.62,0.55,0.92
68,1.16,1.15,1.13,1.11,0.56,0.58,0.5,0.67
69,1.23,1.15,1.19,1.11,0.59,0.62,0.71,0.96
70,1.27,1.16,1.21,1.11,0.6,0.64,0.78,1.11
71,1.2,1.16,1.22,1.11,0.61,0.6,0.9,0.77
72,1.16,1.16,1.23,1.11,0.62,0.57,0.97,0.59
73,1.2,1.16,1.19,1.11,0.59,0.6,0.74,0.8
74,1.2,1.16,1.19,1.11,0.59,0.6,0.74,0.8
75,1.19,1.16,1.18,1.11,0.59,0.59,0.69,0.75
76,1.21,1.16,1.13,1.11,0.56,0.61,0.46,0.88
77,1.19,1.16,1.14,1.11,0.57,0.6,0.53,0.77
78,1.16,1.16,1.16,1.12,0.58,0.58,0.66,0.66
79,1.18,1.16,1.16,1.12,0.58,0.59,0.65,0.71
80,1.14,1.16,1.12,1.12,0.56,0.57,0.46,0.58
81,1.14,1.16,1.12,1.12,0.56,0.57,0.46,0.58
