t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,1.11,1.11,1.15,1.15,0.58,0.55,0.63,0.41
1,0.98,1.05,1.12,1.14,0.56,0.48,0.47,-0.12
2,1.13,1.07,1.1,1.12,0.55,0.57,0.37,0.54
3,1.02,1.06,1.1,1.12,0.55,0.51,0.39,0.04
4,1.14,1.08,1.05,1.1,0.52,0.57,0.16,0.59
5,1.01,1.07,1.07,1.1,0.54,0.5,0.3,0.01
6,1.13,1.07,1.11,1.1,0.55,0.57,0.42,0.53
7,1.06,1.07,1.06,1.1,0.53,0.53,0.25,0.25
8,1.22,1.09,1.04,1.09,0.5,0.61,0.01,0.91
9,1.29,1.11,1.03,1.08,0.48,0.65,-0.18,1.18
10,1.27,1.12,1.04,1.08,0.49,0.64,-0.07,1.1
11,0.98,1.11,1.03,1.08,0.51,0.49,0.12,-0.07
12,1.06,1.11,1.02,1.07,0.51,0.53,0.06,0.26
13,1.16,1.11,1.02,1.07,0.5,0.58,-0.02,0.67
14,1.03,1.11,1.06,1.07,0.53,0.51,0.26,0.11
15,1.0,1.1,1.14,1.07,0.57,0.49,0.56,-0.1
16,1.0,1.09,1.2,1.08,0.6,0.48,0.79,-0.18
17,1.1,1.09,1.23,1.09,0.62,0.53,0.98,0.26
18,1.02,1.09,1.19,1.09,0.59,0.49,0.76,-0.05
19,0.96,1.08,1.13,1.09,0.56,0.47,0.5,-0.24
20,1.24,1.09,1.15,1.1,0.57,0.63,0.53,1.03
21,1.04,1.09,1.19,1.1,0.6,0.51,0.77,0.06
22,1.23,1.1,1.2,1.11,0.6,0.62,0.76,0.95
23,1.02,1.09,1.21,1.11,0.61,0.49,0.85,-0.09
24,1.28,1.1,1.18,1.11,0.57,0.65,0.59,1.18
25,1.1,1.1,1.09,1.11,0.54,0.55,0.34,0.39
26,1.03,1.1,1.1,1.11,0.55,0.51,0.4,0.09
