t,firm1_price,firm1_price_rolling_average,firm2_price,firm2_price_rolling_average,firm1_profit,firm2_profit,firm1_delta,firm2_delta
0,1.0,1.0,1.24,1.24,0.62,0.47,0.97,-0.25
1,1.19,1.09,1.0,1.12,0.48,0.59,-0.16,0.74
2,1.28,1.15,1.13,1.12,0.55,0.65,0.36,1.18
3,1.02,1.12,1.27,1.16,0.63,0.48,1.08,-0.19
4,1.14,1.12,1.28,1.18,0.65,0.55,1.18,0.42
5,1.2,1.14,1.11,1.17,0.55,0.6,0.36,0.83
6,1.29,1.16,1.29,1.19,0.64,0.64,1.15,1.15
7,1.04,1.14,1.09,1.17,0.54,0.52,0.35,0.15
8,0.97,1.12,1.07,1.16,0.54,0.48,0.29,-0.14
9,1.14,1.13,1.18,1.16,0.59,0.57,0.72,0.54
10,0.98,1.11,1.16,1.16,0.58,0.48,0.65,-0.18
11,1.19,1.12,0.96,1.15,0.46,0.59,-0.32,0.71
12,1.16,1.12,0.96,1.13,0.46,0.58,-0.28,0.63
13,1.16,1.13,1.01,1.12,0.49,0.58,-0.07,0.66
14,1.1,1.12,1.29,1.14,0.65,0.52,1.22,0.17
15,1.28,1.13,1.01,1.13,0.47,0.64,-0.27,1.11
16,1.18,1.14,1.04,1.12,0.51,0.59,0.07,0.72
17,1.19,1.14,1.0,1.12,0.48,0.59,-0.16,0.74
18,1.15,1.14,1.13,1.12,0.56,0.58,0.51,0.62
19,1.12,1.14,1.18,1.12,0.59,0.55,0.73,0.44
20,1.06,1.13,1.27,1.13,0.64,0.5,1.11,0.04
21,1.0,1.13,1.23,1.13,0.62,0.47,0.92,-0.23
22,1.03,1.12,1.25,1.14,0.63,0.49,1.04,-0.11
23,1.01,1.12,1.01,1.13,0.5,0.5,0.03,0.03
24,1.1,1.12,1.21,1.13,0.61,0.54,0.88,0.29
25,1.1,1.12,1.15,1.13,0.58,0.54,0.63,0.35
26,1.25,1.12,0.98,1.13,0.46,0.62,-0.33,1.0
27,1.11,1.12,1.01,1.12,0.5,0.55,-0.01,0.44
28,1.14,1.12,0.97,1.12,0.47,0.57,-0.2,0.55
29,1.03,1.12,1.28,1.12,0.64,0.48,1.13,-0.15
30,1.01,1.12,1.09,1.12,0.54,0.5,0.35,0.0
31,1.05,1.11,0.96,1.12,0.48,0.52,-0.17,0.2
32,1.14,1.11,1.29,1.12,0.65,0.55,1.23,0.4
33,0.98,1.11,1.01,1.12,0.5,0.49,0.03,-0.06
34,1.04,1.11,1.22,1.12,0.61,0.5,0.91,0.01
35,1.25,1.11,1.2,1.12,0.59,0.63,0.73,1.06
36,1.1,1.11,1.14,1.13,0.57,0.55,0.58,0.36
37,1.27,1.12,1.23,1.13,0.61,0.64,0.89,1.09
38,1.2,1.12,1.14,1.13,0.57,0.6,0.52,0.82
39,1.05,1.12,0.96,1.12,0.48,0.52,-0.17,0.2
40,0.97,1.11,1.24,1.13,0.62,0.45,0.94,-0.37
41,1.15,1.11,1.01,1.12,0.49,0.58,-0.06,0.62
42,1.12,1.11,1.24,1.13,0.63,0.54,1.03,0.36
43,1.14,1.12,1.27,1.13,0.64,0.55,1.13,0.44
44,1.18,1.12,1.25,1.13,0.63,0.58,1.07,0.62
45,1.0,1.11,1.1,1.13,0.55,0.49,0.39,-0.05
46,1.09,1.11,1.21,1.13,0.61,0.53,0.88,0.24
47,1.28,1.12,1.13,1.13,0.55,0.65,0.36,1.18
48,1.01,1.11,1.29,1.14,0.64,0.46,1.16,-0.29
49,1.1,1.11,1.13,1.14,0.57,0.55,0.54,0.37
50,1.11,1.11,1.09,1.14,0.54,0.56,0.33,0.44
51,1.24,1.12,1.16,1.14,0.57,0.63,0.58,1.02
52,1.03,1.11,1.16,1.14,0.58,0.5,0.67,0.03
53,1.28,1.12,1.07,1.14,0.51,0.65,0.08,1.17
54,1.28,1.12,1.1,1.14,0.52,0.65,0.19,1.17
55,1.14,1.12,1.23,1.14,0.62,0.56,0.98,0.48
56,1.02,1.12,1.02,1.13,0.51,0.51,0.07,0.07
57,1.02,1.12,1.06,1.13,0.53,0.51,0.26,0.06
58,1.24,1.12,0.98,1.13,0.46,0.62,-0.31,0.96
59,1.0,1.12,1.16,1.13,0.58,0.48,0.65,-0.13
60,1.27,1.12,1.15,1.13,0.56,0.64,0.49,1.13
61,1.14,1.12,1.13,1.13,0.56,0.57,0.52,0.57
62,1.22,1.12,1.01,1.13,0.48,0.61,-0.16,0.89
63,0.97,1.12,1.15,1.13,0.57,0.47,0.59,-0.21
64,1.2,1.12,1.04,1.13,0.5,0.6,0.04,0.82
65,1.05,1.12,1.14,1.13,0.57,0.52,0.59,0.16
66,1.1,1.12,1.09,1.13,0.54,0.55,0.34,0.39
67,1.0,1.12,1.15,1.13,0.58,0.49,0.61,-0.11
68,0.96,1.12,1.01,1.13,0.5,0.48,0.02,-0.15
69,1.23,1.12,1.25,1.13,0.63,0.61,1.04,0.9
70,0.98,1.12,1.04,1.13,0.52,0.49,0.16,-0.07
71,1.02,1.11,1.18,1.13,0.59,0.5,0.71,-0.04
72,0.97,1.11,0.96,1.13,0.48,0.49,-0.15,-0.11
73,1.2,1.11,0.98,1.12,0.47,0.6,-0.23,0.78
74,1.13,1.11,1.22,1.13,0.62,0.56,0.93,0.44
75,1.05,1.11,1.27,1.13,0.64,0.5,1.1,-0.02
76,1.16,1.11,1.06,1.13,0.52,0.59,0.19,0.68
77,1.14,1.11,1.28,1.13,0.65,0.55,1.18,0.42
78,1.29,1.12,1.24,1.13,0.61,0.65,0.92,1.19
79,1.07,1.12,1.2,1.13,0.6,0.53,0.83,0.2
